"ID","TOKEN","IS_STOP"
"1","Εὐθύφρων","FALSE"
"2","ΕΥΘ","FALSE"
"3",".","FALSE"
"4","τί","TRUE"
"5","νεώτερον","FALSE"
"6",",","FALSE"
"7","ὦ","TRUE"
"8","Σώκρατες","FALSE"
"9",",","FALSE"
"10","γέγονεν","FALSE"
"11",",","FALSE"
"12","ὅτι","TRUE"
"13","σὺ","TRUE"
"14","τὰς","TRUE"
"15","ἐν","TRUE"
"16","Λυκείῳ","FALSE"
"17","καταλιπὼν","FALSE"
"18","διατριβὰς","FALSE"
"19","ἐνθάδε","FALSE"
"20","νῦν","FALSE"
"21","διατρίβεις","FALSE"
"22","περὶ","TRUE"
"23","τὴν","TRUE"
"24","τοῦ","TRUE"
"25","βασιλέως","FALSE"
"26","στοάν","FALSE"
"27",";","FALSE"
"28","οὐ","TRUE"
"29","γάρ","TRUE"
"30","που","FALSE"
"31","καὶ","TRUE"
"32","σοί","TRUE"
"33","γε","TRUE"
"34","δίκη","FALSE"
"35","τις","TRUE"
"36","οὖσα","TRUE"
"37","τυγχάνει","FALSE"
"38","πρὸς","TRUE"
"39","τὸν","TRUE"
"40","βασιλέα","FALSE"
"41","ὥσπερ","FALSE"
"42","ἐμοί","TRUE"
"43",".","FALSE"
"44","ΣΩ","FALSE"
"45",".","FALSE"
"46","οὔτοι","FALSE"
"47","δὴ","TRUE"
"48","Ἀθηναῖοί","FALSE"
"49","γε","TRUE"
"50",",","FALSE"
"51","ὦ","TRUE"
"52","Εὐθύφρων","FALSE"
"53",",","FALSE"
"54","δίκην","FALSE"
"55","αὐτὴν","TRUE"
"56","καλοῦσιν","FALSE"
"57","ἀλλὰ","TRUE"
"58","γραφήν","FALSE"
"59",".","FALSE"
"60","ΕΥΘ","FALSE"
"61",".","FALSE"
"62","τί","TRUE"
"63","φῄς","FALSE"
"64",";","FALSE"
"65","γραφὴν","FALSE"
"66","σέ","TRUE"
"67","τις","TRUE"
"68",",","FALSE"
"69","ὡς","TRUE"
"70","ἔοικε","FALSE"
"71",",","FALSE"
"72","γέγραπται","FALSE"
"73","·","FALSE"
"74","οὐ","TRUE"
"75","γὰρ","TRUE"
"76","ἐκεῖνό","FALSE"
"77","γε","TRUE"
"78","καταγνώσομαι","FALSE"
"79",",","FALSE"
"80","ὡς","TRUE"
"81","σὺ","TRUE"
"82","ἕτερον","FALSE"
"83",".","FALSE"
"84","ΣΩ","FALSE"
"85",".","FALSE"
"86","οὐ","TRUE"
"87","γὰρ","TRUE"
"88","οὖν","TRUE"
"89",".","FALSE"
"90","ΕΥΘ","FALSE"
"91",".","FALSE"
"92","ἀλλὰ","TRUE"
"93","σὲ","TRUE"
"94","ἄλλος","TRUE"
"95",";","FALSE"
"96","ΣΩ","FALSE"
"97",".","FALSE"
"98","πάνυ","FALSE"
"99","γε","TRUE"
"100",".","FALSE"
"101","ΕΥΘ","FALSE"
"102",".","FALSE"
"103","τίς","TRUE"
"104","οὗτος","TRUE"
"105",";","FALSE"
"106","ΣΩ","FALSE"
"107",".","FALSE"
"108","οὐδʼ","FALSE"
"109","αὐτὸς","TRUE"
"110","πάνυ","FALSE"
"111","τι","TRUE"
"112","γιγνώσκω","FALSE"
"113",",","FALSE"
"114","ὦ","TRUE"
"115","Εὐθύφρων","FALSE"
"116",",","FALSE"
"117","τὸν","TRUE"
"118","ἄνδρα","FALSE"
"119",",","FALSE"
"120","νέος","FALSE"
"121","γάρ","TRUE"
"122","τίς","TRUE"
"123","μοι","TRUE"
"124","φαίνεται","FALSE"
"125","καὶ","TRUE"
"126","ἀγνώς","FALSE"
"127","·","FALSE"
"128","ὀνομάζουσι","FALSE"
"129","μέντοι","FALSE"
"130","αὐτόν","TRUE"
"131",",","FALSE"
"132","ὡς","TRUE"
"133","ἐγ","FALSE"
"134","ᾦμαι","FALSE"
"135",",","FALSE"
"136","Μέλητον","FALSE"
"137",".","FALSE"
"138","ἔστι","TRUE"
"139","δὲ","TRUE"
"140","τῶν","TRUE"
"141","δήμων","FALSE"
"142","Πιτθεύς","FALSE"
"143",",","FALSE"
"144","εἴ","TRUE"
"145","τινα","TRUE"
"146","νῷ","FALSE"
"147","ἔχεις","FALSE"
"148","Πιτθέα","FALSE"
"149","Μέλητον","FALSE"
"150","οἷον","FALSE"
"151","τετανότριχα","FALSE"
"152","καὶ","TRUE"
"153","οὐ","TRUE"
"154","πάνυ","FALSE"
"155","εὐγένειον","FALSE"
"156",",","FALSE"
"157","ἐπίγρυπον","FALSE"
"158","δέ","TRUE"
"159",".","FALSE"
"160","ΕΥΘ","FALSE"
"161",".","FALSE"
"162","οὐκ","TRUE"
"163","ἐννοῶ","FALSE"
"164",",","FALSE"
"165","ὦ","TRUE"
"166","Σώκρατες","FALSE"
"167","·","FALSE"
"168","ἀλλὰ","TRUE"
"169","δὴ","TRUE"
"170","τίνα","TRUE"
"171","γραφήν","FALSE"
"172","σε","TRUE"
"173","γέγραπται","FALSE"
"174",";","FALSE"
"175","ΣΩ","FALSE"
"176",".","FALSE"
"177","ἥντινα","TRUE"
"178",";","FALSE"
"179","οὐκ","TRUE"
"180","ἀγεννῆ","FALSE"
"181",",","FALSE"
"182","ἔμοιγε","TRUE"
"183","δοκεῖ","FALSE"
"184","·","FALSE"
"185","τὸ","TRUE"
"186","γὰρ","TRUE"
"187","νέον","FALSE"
"188","ὄντα","TRUE"
"189","τοσοῦτον","FALSE"
"190","πρᾶγμα","FALSE"
"191","ἐγνωκέναι","FALSE"
"192","οὐ","TRUE"
"193","φαῦλόν","FALSE"
"194","ἐστιν","TRUE"
"195",".","FALSE"
"196","ἐκεῖνος","FALSE"
"197","γάρ","TRUE"
"198",",","FALSE"
"199","ὥς","TRUE"
"200","φησιν","FALSE"
"201",",","FALSE"
"202","οἶδε","FALSE"
"203","τίνα","TRUE"
"204","τρόπον","FALSE"
"205","οἱ","TRUE"
"206","νέοι","FALSE"
"207","διαφθείρονται","FALSE"
"208","καὶ","TRUE"
"209","τίνες","TRUE"
"210","οἱ","TRUE"
"211","διαφθείροντες","FALSE"
"212","αὐτούς","TRUE"
"213",".","FALSE"
"214","καὶ","TRUE"
"215","κινδυνεύει","FALSE"
"216","σοφός","FALSE"
"217","τις","TRUE"
"218","εἶναι","TRUE"
"219",",","FALSE"
"220","καὶ","TRUE"
"221","τὴν","TRUE"
"222","ἐμὴν","TRUE"
"223","ἀμαθίαν","FALSE"
"224","κατιδὼν","FALSE"
"225","ὡς","TRUE"
"226","διαφθείροντος","FALSE"
"227","τοὺς","TRUE"
"228","ἡλικιώτας","FALSE"
"229","αὐτοῦ","TRUE"
"230",",","FALSE"
"231","ἔρχεται","FALSE"
"232","κατηγορήσων","FALSE"
"233","μου","TRUE"
"234","ὥσπερ","FALSE"
"235","πρὸς","TRUE"
"236","μητέρα","FALSE"
"237","πρὸς","TRUE"
"238","τὴν","TRUE"
"239","πόλιν","FALSE"
"240",".","FALSE"
"241","καὶ","TRUE"
"242","φαίνεταί","FALSE"
"243","μοι","TRUE"
"244","τῶν","TRUE"
"245","πολιτικῶν","FALSE"
"246","μόνος","FALSE"
"247","ἄρχεσθαι","FALSE"
"248","ὀρθῶς","FALSE"
