"ID","TOKEN","IS_STOP"
"1","ἀλλʼ","FALSE"
"2","ὅτι","TRUE"
"3","μὲν","TRUE"
"4","ἡγνοεις","FALSE"
"5","τοὔ","FALSE"
"6","νομα","FALSE"
"7","τὴν","TRUE"
"8","ἀποφράβα","FALSE"
"9","παντί","FALSE"
"10","που","FALSE"
"11","δῆλον","FALSE"
"12",".","FALSE"
"13","πῶς","FALSE"
"14","γὰρ","TRUE"
"15","ἂν","TRUE"
"16","ᾐτιῶ","FALSE"
"17","βάρβαρον","FALSE"
"18","εἶναί","TRUE"
"19","με","TRUE"
"20","τὴν","TRUE"
"21","φωνὴν","FALSE"
"22","ἐπʼ","FALSE"
"23","αὐτῷ","TRUE"
"24",",","FALSE"
"25","εἰπόντα","FALSE"
"26","ὑπέρ","FALSE"
"27","σοῦ","TRUE"
"28","ὡς","TRUE"
"29","ἀποφράδι","FALSE"
"30","ὅμοιος","FALSE"
"31","εἴης","TRUE"
"32","τὸν","TRUE"
"33","γὰρ","TRUE"
"34","τρόπον","FALSE"
"35","σου","TRUE"
"36","νὴ","FALSE"
"37","Δία","FALSE"
"38","μέμνημαι","FALSE"
"39","εἰκάσας","FALSE"
"40","τῇ","TRUE"
"41","τοιαύτῃ","TRUE"
"42","ἡμέρᾳ","FALSE"
"43",",","FALSE"
"44","εἰ","TRUE"
"45","μὴ","TRUE"
"46","καὶ","TRUE"
"47","παντάπασιν","FALSE"
"48","ἀνήκοος","FALSE"
"49","ἦσθα","TRUE"
"50","τοῦ","TRUE"
"51","ὀνόματος","FALSE"
"52",";","FALSE"
"53","ἐγὼ","TRUE"
"54","δὲ","TRUE"
"55","τήν","TRUE"
"56","μὲν","TRUE"
"57","ἀποφράδα","FALSE"
"58","ὅ","TRUE"
"59","τι","TRUE"
"60","καὶ","TRUE"
"61","βούλεται","FALSE"
"62","εἶναι","TRUE"
"63","διδάξω","FALSE"
"64","σε","TRUE"
"65","μικρὸν","FALSE"
"66","ὕστερον","FALSE"
"67","·","FALSE"
"68","τὸ","TRUE"
"69","δὲ","TRUE"
"70","τοῦ","TRUE"
"71","Ἀρχιλόχου","FALSE"
"72","ἐκεῖνο","FALSE"
"73","ἤδη","FALSE"
"74","σοι","TRUE"
"75","λέγω","FALSE"
"76",",","FALSE"
"77","ὅτι","TRUE"
"78","τέττιγα","FALSE"
"79","τοῦ","TRUE"
"80","πτεροῦ","FALSE"
"81","συνείληφας","FALSE"
"82",",","FALSE"
"83","εἴπερ","FALSE"
"84","τινὰ","TRUE"
"85","ποιητὴν","FALSE"
"86","ἰάμβων","FALSE"
"87","ἀκούεις","FALSE"
"88","Ἀρχίλοχον","FALSE"
"89",",","FALSE"
"90","Πάριον","FALSE"
"91","τὸ","TRUE"
"92","γένος","FALSE"
"93",",","FALSE"
