"ID","TOKEN","IS_STOP"
"1","Ἄρατος","FALSE"
"2","παροιμίαν","FALSE"
"3","τινὰ","TRUE"
"4","παλαιὰν","FALSE"
"5",",","FALSE"
"6","ὦ","TRUE"
"7","Πολύκρατες","FALSE"
"8",",","FALSE"
"9","δείσας","FALSE"
"10","μοι","TRUE"
"11","δοκεῖ","FALSE"
"12","τὸ","TRUE"
"13","δύσφημον","FALSE"
"14","αὐτῆς","TRUE"
"15",",","FALSE"
"16","ὁ","TRUE"
"17","φιλόσοφος","FALSE"
"18","Χρύσιππος","FALSE"
"19",",","FALSE"
"20","οὐχ","TRUE"
"21","ὃν","TRUE"
"22","ἔχει","FALSE"
"23","τρόπον","FALSE"
"24",",","FALSE"
"25","ἀλλʼ","FALSE"
"26","ὡς","TRUE"
"27","αὐτὸς","TRUE"
"28","ᾤετο","FALSE"
"29","βέλτιον","FALSE"
"30","εἶναι","TRUE"
"31",",","FALSE"
"32","διατίθεται","FALSE"
"33",",","FALSE"
"34","τίς","TRUE"
"35","πατέρʼ","FALSE"
"36","αἰνήσει","FALSE"
"37",",","FALSE"
"38","εὶ","FALSE"
"39","μὴ","TRUE"
"40","εὐδαίμονες","FALSE"
"41","υἱοί","FALSE"
"42",";","FALSE"
"43","Διονυσόδωρος","FALSE"
"44","δὲ","TRUE"
"45","ὁ","TRUE"
"46","Τροιζήνιος","FALSE"
"47","ἐλέγχων","FALSE"
"48","αὐτὸν","TRUE"
"49","ἀντεκτίθησι","FALSE"
"50","τὴν","TRUE"
"51","ἀληθινὴν","FALSE"
"52","οὕτως","TRUE"
"53","ἔχουσαν","FALSE"
"54","τίς","TRUE"
"55","πατέρʼ","FALSE"
"56","αἰνήσει","FALSE"
"57",",","FALSE"
"58","εἰ","TRUE"
"59","μὴ","TRUE"
"60","κακοδαίμονες","FALSE"
"61","υἱοί","FALSE"
"62",";","FALSE"
"63","καί","TRUE"
"64","φησι","FALSE"
"65","τοὺς","TRUE"
"66","ἀφʼ","FALSE"
"67","αὑτῶν","TRUE"
"68","οὐδενὸς","TRUE"
"69","ἀξίους","FALSE"
"70","ὄντας","TRUE"
"71",",","FALSE"
"72","ὑποδυομένους","FALSE"
"73","δὲ","TRUE"
"74","προγόνων","FALSE"
"75","τινῶν","TRUE"
"76","ἀρεταῖς","FALSE"
"77","καί","TRUE"
"78","πλεονάζοντας","FALSE"
"79","ἐν","TRUE"
"80","τοῖς","TRUE"
"81","ἐκείνων","FALSE"
"82","ἐπαίνοις","FALSE"
"83","ὑπὸ","TRUE"
"84","τῆς","TRUE"
"85","παροιμίας","FALSE"
"86","ἐπιστομίζεσθαι","FALSE"
"87","·","FALSE"
"88","ἀλλʼ","FALSE"
"89","ᾧ","TRUE"
"90","γε","TRUE"
"91","φύσει","FALSE"
"92","τὸ","TRUE"
"93","γενναῖον","FALSE"
"94","ἐπιπρέπει","FALSE"
"95","ἐκ","TRUE"
"96","πατέρων","FALSE"
"97",",","FALSE"
"98","κατὰ","TRUE"
"99","Πίνδαρον","FALSE"
"100",",","FALSE"
"101","ὥσπερ","FALSE"
"102","σοί","TRUE"
"103","πρὸς","TRUE"
"104","τὸ","TRUE"
"105","κάλλιστον","FALSE"
"106","ἀφομοιοῦντι","FALSE"
"107","τῶν","TRUE"
"108","οἴκοθεν","FALSE"
"109","παραδειγμάτων","FALSE"
"110","τὸν","TRUE"
"111","βίον","FALSE"
"112",",","FALSE"
"113","εὔδαιμον","FALSE"
"114","ἂν","TRUE"
"115","εἴη","TRUE"
"116","τὸ","TRUE"
"117","μεμνῆσθαι","FALSE"
"118","τῶν","TRUE"
"119","ἀπὸ","TRUE"
"120","γένους","FALSE"
"121","ἀρίστων","FALSE"
"122",",","FALSE"
"123","ἀκούοντας","FALSE"
"124","περὶ","TRUE"
"125","αὑτῶν","TRUE"
"126","ἀεί","FALSE"
"127","τι","TRUE"
"128","καί","TRUE"
"129","λέγοντας","FALSE"
"130",".","FALSE"
"131","οὐ","TRUE"
"132","γὰρ","TRUE"
"133","ἰδίων","FALSE"
"134","πλυταρξηʼς","FALSE"
"135","λιες","FALSE"
"136","ἀπορίᾳ","FALSE"
"137","καλῶν","FALSE"
"138","ἐξαρτῶσιν","FALSE"
"139","ἀλλοτρίων","FALSE"
"140","ἐπαίνων","FALSE"
"141","τὴν","TRUE"
"142","δόξαν","FALSE"
"143",",","FALSE"
"144","ἀλλὰ","TRUE"
"145","τοῖς","TRUE"
"146","ἐκείνων","FALSE"
"147","τὰ","TRUE"
"148","οἰκεῖα","FALSE"
"149","συνάπτοντες","FALSE"
"150",",","FALSE"
"151","ὡς","TRUE"
"152","καί","TRUE"
"153","τοῦ","TRUE"
"154","γένους","FALSE"
"155","καί","TRUE"
"156","τοῦ","TRUE"
"157","βίου","FALSE"
"158","καθηγεμόνας","FALSE"
"159","εὐφημοῦσι","FALSE"
"160",".","FALSE"
"161","διὸ","FALSE"
"162","κἀ","FALSE"
"163","γὼ","FALSE"
"164","τὸν","TRUE"
"165","Ἀράτου","FALSE"
"166","τοῦ","TRUE"
"167","σοῦ","TRUE"
"168","πολίτου","FALSE"
"169","καί","TRUE"
"170","προπάτορος","FALSE"
"171","βίον","FALSE"
"172",",","FALSE"
"173","ὃν","TRUE"
"174","οὔτε","TRUE"
"175","τῇ","TRUE"
"176","δόξῃ","FALSE"
"177","τῇ","TRUE"
"178","περὶ","TRUE"
"179","σεαυτὸν","FALSE"
"180","οὔτε","TRUE"
"181","τῇ","TRUE"
"182","δυνάμει","FALSE"
"183","καταισχύνεις","FALSE"
"184",",","FALSE"
"185","ἀπέσταλκά","FALSE"
"186","σοί","TRUE"
"187","συγγραψάμενος","FALSE"
"188",",","FALSE"
"189","οὐχ","TRUE"
"190","ὡς","TRUE"
"191","οὐχὶ","TRUE"
"192","πάντων","FALSE"
"193","ἀκριβέστατά","FALSE"
"194","σοί","TRUE"
"195","μεμεληκὸς","FALSE"
"196","ἐξ","TRUE"
"197","ἀρχῆς","FALSE"
"198","ἐπίστασθαι","FALSE"
"199","τὰς","TRUE"
"200","ἐκείνου","FALSE"
"201","πράξεις","FALSE"
"202",",","FALSE"
"203","ἀλλʼ","FALSE"
"204","ὅπως","FALSE"
"205","οἱ","TRUE"
"206","παῖδές","FALSE"
"207","σου","TRUE"
"208","Πολυκράτης","FALSE"
"209","καί","TRUE"
"210","Πυθοκλῆς","FALSE"
"211","οἰκείοις","FALSE"
"212","παραδείγμασιν","FALSE"
"213","ἐντρέφωνται","FALSE"
"214",",","FALSE"
"215","τὰ","TRUE"
"216","μὲν","TRUE"
"217","ἀκούοντες","FALSE"
"218",",","FALSE"
"219","τὰ","TRUE"
"220","δὲ","TRUE"
"221","ἀναγινώσκοντες","FALSE"
"222",",","FALSE"
"223","ἅπερ","TRUE"
"224","αὐτοὺς","TRUE"
"225","μιμεῖσθαι","FALSE"
"226","προσήκει","FALSE"
"227",",","FALSE"
"228","φιλαύτου","FALSE"
"229","γὰρ","TRUE"
"230","ἀνδρός","FALSE"
"231",",","FALSE"
"232","οὐ","TRUE"
"233","φιλοκάλου","FALSE"
"234",",","FALSE"
"235","παντὸς","FALSE"
"236","ἀεὶ","FALSE"
"237","βέλτιστον","FALSE"
"238","ἡγεῖσθαι","FALSE"
"239",".","FALSE"
"240","ἡ","TRUE"
"241","Σικυωνίων","FALSE"
"242","πόλις","FALSE"
"243",",","FALSE"
"244","ἐπεὶ","FALSE"
"245","τὸ","TRUE"
"246","πρῶτον","FALSE"
"247","ἐκ","TRUE"
"248","τῆς","TRUE"
"249","ἀκράτου","FALSE"
"250","καὶ","TRUE"
"251","Δωρικῆς","FALSE"
