"ID","TOKEN","IS_STOP"
"1","Ἀλκιβιάδης","FALSE"
"2","β","FALSE"
"3","ΣΩ","FALSE"
"4",".","FALSE"
"5","ὦ","TRUE"
"6","Ἀλκιβιάδη","FALSE"
"7",",","FALSE"
"8","ἆρά","FALSE"
"9","γε","TRUE"
"10","πρὸς","TRUE"
"11","τὸν","TRUE"
"12","θεὸν","FALSE"
"13","προσευξόμενος","FALSE"
"14","πορεύῃ","FALSE"
"15",";","FALSE"
"16","ΑΛ","FALSE"
"17",".","FALSE"
"18","πάνυ","FALSE"
"19","μὲν","TRUE"
"20","οὖν","TRUE"
"21",",","FALSE"
"22","ὦ","TRUE"
"23","Σώκρατες","FALSE"
"24",".","FALSE"
"25","ΣΩ","FALSE"
"26",".","FALSE"
"27","φαίνῃ","FALSE"
"28","γέ","TRUE"
"29","τοι","TRUE"
"30","ἐσκυθρωπακέναι","FALSE"
"31","τε","TRUE"
"32","καὶ","TRUE"
"33","εἰς","TRUE"
"34","γῆν","FALSE"
"35","βλέπειν","FALSE"
"36",",","FALSE"
"37","ὥς","TRUE"
"38","τι","TRUE"
"39","συννοούμενος","FALSE"
"40",".","FALSE"
"41","ΑΛ","FALSE"
"42",".","FALSE"
"43","καὶ","TRUE"
"44","τί","TRUE"
"45","ἄν","TRUE"
"46","τις","TRUE"
"47","συννοοῖτο","FALSE"
"48",",","FALSE"
"49","ὦ","TRUE"
"50","Σώκρατες","FALSE"
"51",";","FALSE"
"52","ΣΩ","FALSE"
"53",".","FALSE"
"54","τὴν","TRUE"
"55","μεγίστην","FALSE"
"56",",","FALSE"
"57","ὦ","TRUE"
"58","Ἀλκιβιάδη","FALSE"
"59",",","FALSE"
"60","σύννοιαν","FALSE"
"61",",","FALSE"
"62","ὥς","TRUE"
"63","γʼ","FALSE"
"64","ἐμοὶ","TRUE"
"65","δοκεῖ","FALSE"
"66",".","FALSE"
"67","ἐπεὶ","FALSE"
"68","φέρε","FALSE"
"69","πρὸς","TRUE"
"70","Διός","FALSE"
"71",",","FALSE"
"72","οὐκ","TRUE"
"73","οἴει","FALSE"
"74","τοὺς","TRUE"
"75","θεούς","FALSE"
"76",",","FALSE"
"77","ἃ","TRUE"
"78","τυγχάνομεν","FALSE"
"79","εὐχόμενοι","FALSE"
"80","καὶ","TRUE"
"81","ἰδίᾳ","FALSE"
"82","καὶ","TRUE"
"83","δημοσίᾳ","FALSE"
"84",",","FALSE"
"85","ἐνίοτε","FALSE"
"86","τούτων","TRUE"
"87","τὰ","TRUE"
"88","μὲν","TRUE"
"89","διδόναι","FALSE"
"90",",","FALSE"
"91","τὰ","TRUE"
"92","δʼ","FALSE"
"93","οὔ","TRUE"
"94",",","FALSE"
"95","καὶ","TRUE"
"96","ἔστιν","TRUE"
"97","οἷς","TRUE"
"98","μὲν","TRUE"
"99","αὐτῶν","TRUE"
"100",",","FALSE"
"101","ἔστι","TRUE"
"102","δʼ","FALSE"
"103","οἷς","TRUE"
"104","οὔ","TRUE"
"105",";","FALSE"
"106","ΑΛ","FALSE"
"107",".","FALSE"
"108","πάνυ","FALSE"
"109","μὲν","TRUE"
"110","οὖν","TRUE"
"111",".","FALSE"
"112","ΣΩ","FALSE"
"113",".","FALSE"
"114","οὐκοῦν","FALSE"
"115","δοκεῖ","FALSE"
"116","σοι","TRUE"
"117","πολλῆς","FALSE"
"118","προμηθείας","FALSE"
"119","γε","TRUE"
"120","προσδεῖσθαι","FALSE"
