"ID","TOKEN","IS_STOP"
"1","μένωνα","FALSE"
"2","τὸν","TRUE"
"3","Θετταλὸν","FALSE"
"4","οἰόμενον","FALSE"
"5","ἐν","TRUE"
"6","λόγοις","FALSE"
"7","ἱκανῶς","FALSE"
"8","γεγυμνάσθαι","FALSE"
"9","καὶ","TRUE"
"10","τοῦτο","TRUE"
"11","δὴ","TRUE"
"12","τὸ","TRUE"
"13","ὑπὸ","TRUE"
"14","τοῦ","TRUE"
"15","Ἑμπε","FALSE"
"16","δοκλέους","FALSE"
"17","λεγόμενον","FALSE"
"18","σοφίης","FALSE"
"19","ἐπʼ","FALSE"
"20","ἄκροισι","FALSE"
"21","θαμίζειν","FALSE"
"22","ἠρώτησεν","FALSE"
"23","ὁ","TRUE"
"24","Σωκράτης","FALSE"
"25","τί","TRUE"
"26","ἀρετή","FALSE"
"27","ἐστιν","TRUE"
"28","ἀποκριναπο","FALSE"
"29","μένου","FALSE"
"30","δʼ","FALSE"
"31","ἰταμῶς","FALSE"
"32","ἐκείνου","FALSE"
"33","καὶ","TRUE"
"34","προχείρως","FALSE"
"35","ὅτι","TRUE"
"36","καὶ","TRUE"
"37","παιδός","FALSE"
"38","ἐστιν","TRUE"
"39","ἀρετὴ","FALSE"
"40","καὶ","TRUE"
"41","πρεσβύτου","FALSE"
"42","καὶ","TRUE"
"43","ἀνδρὸς","FALSE"
"44","καὶ","TRUE"
"45","γυναικὸς","FALSE"
"46","καὶ","TRUE"
"47","ἄρχοντος","FALSE"
"48","καὶ","TRUE"
"49","ἰδιώτου","FALSE"
"50","καὶ","TRUE"
"51","δεσπότου","FALSE"
"52","καὶ","TRUE"
"53","θεράποντος","FALSE"
"54",",","FALSE"
"55","εὖ","FALSE"
"56","γʼ","FALSE"
"57","εἶπεν","FALSE"
"58","ὁ","TRUE"
"59","Σωκράτης","FALSE"
"60",";","FALSE"
"61","ὅτι","TRUE"
"62","μίαν","FALSE"
"63","ἀρετὴν","FALSE"
"64","αἰτηθεὶς","FALSE"
"65","σμῆνος","FALSE"
"66","ἀρετῶν","FALSE"
"67","κεκίνηκας","FALSE"
"68",",","FALSE"
