"ID","TOKEN","IS_PUNCT"
"1","ΜΩΣ","FALSE"
"2",".","TRUE"
"3","ἔα","FALSE"
"4","·","TRUE"
"5","τί","FALSE"
"6","μοι","FALSE"
"7","σημεῖον","FALSE"
"8","ἐκ","FALSE"
"9","βάτου","FALSE"
"10","τόδε","FALSE"
"11",",","TRUE"
"12","τεράστιόν","FALSE"
"13","τε","FALSE"
"14","καὶ","FALSE"
"15","βροτοῖς","FALSE"
"16","ἀπιστία","FALSE"
"17",";","TRUE"
"18","ἄφνω","FALSE"
"19","βάτος","FALSE"
"20","μὲν","FALSE"
"21","καίεται","FALSE"
"22","πολλῷ","FALSE"
"23","πυρί","FALSE"
"24",",","TRUE"
"25","αὐτοῦ","FALSE"
"26","δὲ","FALSE"
"27","χλωρὸν","FALSE"
"28","πᾶν","FALSE"
"29","μένει","FALSE"
"30","τὸ","FALSE"
"31","βλαστάνον","FALSE"
"32",".","TRUE"
"33","τί","FALSE"
"34","δή","FALSE"
"35",";","TRUE"
"36","προελθὼν","FALSE"
"37","ὄψομαι","FALSE"
"38","τεράστιον","FALSE"
"39","μέγιστον","FALSE"
"40","·","TRUE"
"41","οὐ","FALSE"
"42","γὰρ","FALSE"
"43","πίστιν","FALSE"
"44","ἀνθρώποις","FALSE"
"45","φέρει","FALSE"
"46",".","TRUE"
