"ID","TOKEN","IS_PUNCT"
"1","Σοφἰα","FALSE"
"2","Σολομῶντος","FALSE"
"3","Ἐβόησα","FALSE"
"4","πρὸς","FALSE"
"5","κύριον","FALSE"
"6","ἐν","FALSE"
"7","τῷ","FALSE"
"8","θλίβεσθαί","FALSE"
"9","με","FALSE"
"10","εἰς","FALSE"
"11","τέλος","FALSE"
"12","πρὸς","FALSE"
"13","τὸν","FALSE"
"14","θεὸν","FALSE"
"15","ἐν","FALSE"
"16","τῷ","FALSE"
"17","ἐπιθέσθαι","FALSE"
"18","ἁμαρτωλούς","FALSE"
"19","ἐξάπινα","FALSE"
"20","ἠκούσθη","FALSE"
"21","κραυγὴ","FALSE"
"22","πολέμου","FALSE"
"23","ἐνώπιόν","FALSE"
"24","μου","FALSE"
"25","ἐπακούσεταί","FALSE"
"26","μου","FALSE"
"27","ὅτι","FALSE"
"28","ἐπλήσθη","FALSE"
"29","δικαιοσύνης","FALSE"
"30","ἐλογισάμην","FALSE"
"31","ἐν","FALSE"
"32","καρδίᾳ","FALSE"
"33","μου","FALSE"
"34","ὅτι","FALSE"
"35","ἐπλήσθη","FALSE"
"36","δικαιοσύνης","FALSE"
"37","ἐν","FALSE"
"38","τῷ","FALSE"
"39","εὐθυνῆσαί","FALSE"
"40","με","FALSE"
"41","καὶ","FALSE"
"42","πολλὴν","FALSE"
"43","γενέσθαι","FALSE"
"44","ἐν","FALSE"
"45","τέκνοις","FALSE"
"46","ὁ","FALSE"
"47","πλοῦτος","FALSE"
"48","αὐτῶν","FALSE"
"49","διεδόθη","FALSE"
"50","εἰς","FALSE"
"51","πᾶσαν","FALSE"
"52","τὴν","FALSE"
"53","γῆν","FALSE"
"54","καὶ","FALSE"
"55","ἡ","FALSE"
"56","δόξα","FALSE"
"57","αὐτῶν","FALSE"
"58","ἕως","FALSE"
"59","ἐσχάτου","FALSE"
"60","τῆς","FALSE"
"61","γῆς","FALSE"
"62","ὑψώθησαν","FALSE"
"63","εἶπαν","FALSE"
"64","Οὐ","FALSE"
"65","μὴ","FALSE"
"66","πέσωσιν","FALSE"
"67","καὶ","FALSE"
"68","ἐξύβρισαν","FALSE"
"69","ἐν","FALSE"
"70","τοῖς","FALSE"
"71","ἀγαθοῖς","FALSE"
"72","αὐτῶν","FALSE"
"73","καὶ","FALSE"
"74","οὐκ","FALSE"
"75","ἤνεγκαν","FALSE"
"76","αἱ","FALSE"
"77","ἁμαρτίαι","FALSE"
"78","αὐτῶν","FALSE"
"79","ἐν","FALSE"
"80","ἀποκρύφοις","FALSE"
"81","καὶ","FALSE"
"82","ἐγὼ","FALSE"
"83","οὐκ","FALSE"
"84","ᾔδειν","FALSE"
"85","αἱ","FALSE"
"86","ἀνομίαι","FALSE"
"87","αὐτῶν","FALSE"
"88","ὑπὲρ","FALSE"
"89","τὰ","FALSE"
"90","πρὸ","FALSE"
"91","αὐτῶν","FALSE"
"92","ἔθνη","FALSE"
"93","Ψαλμὸς","FALSE"
"94","τῷ","FALSE"
"95","Σαλωμῶν","FALSE"
"96","περὶ","FALSE"
"97","Ἱερουσαλὴμ","FALSE"
"98","Ἐν","FALSE"
"99","τῷ","FALSE"
"100","ὑπερηφανεύεσθαι","FALSE"
"101","τὸν","FALSE"
"102","ἁμαρτωλὸν","FALSE"
"103","ἐν","FALSE"
"104","κριῷ","FALSE"
"105","κατέβαλλε","FALSE"
"106","τείχη","FALSE"
"107","ὀχυρά","FALSE"
"108",",","TRUE"
"109","καὶ","FALSE"
"110","οὐκ","FALSE"
"111","ἐκώλυσας","FALSE"
"112","ἀνέβησαν","FALSE"
"113","ἐπὶ","FALSE"
"114","τὸ","FALSE"
"115","θυσιαστήριόν","FALSE"
"116","σου","FALSE"
"117","ἔθνη","FALSE"
"118","ἀλλότρια","FALSE"
"119","κατεπατοῦσαν","FALSE"
"120","ἐν","FALSE"
"121","ἀνθ᾿","FALSE"
"122","ὧν","FALSE"
"123","οἱ","FALSE"
"124","υἱοὶ","FALSE"
"125","Ἰερουσαλὴμ","FALSE"
"126","ἐμίαναν","FALSE"
"127","τὰ","FALSE"
"128","ἅγια","FALSE"
"129","κυρίου","FALSE"
"130","ἐβεβηλοῦσαν","FALSE"
"131","τὰ","FALSE"
"132","δῶρα","FALSE"
"133","τοῦ","FALSE"
"134","θεοῦ","FALSE"
"135","ἐν","FALSE"
"136","ἀνομίαις","FALSE"
"137","ἕνεκεν","FALSE"
"138","τούτων","FALSE"
"139","εἶπεν","FALSE"
"140","Ἀπορίψατε","FALSE"
"141","αὐτὰ","FALSE"
"142","μακρὰν","FALSE"
"143","ἀπ᾿","FALSE"
"144","ἐμοῦ","FALSE"
"145","οὐκ","FALSE"
"146","ἐνέδωκεν","FALSE"
"147","τούτων","FALSE"
"148","εἶπεν","FALSE"
"149","αὐτοῖς","FALSE"
"150","τὸ","FALSE"
"151","κάλλος","FALSE"
"152","τῆς","FALSE"
"153","δόξης","FALSE"
"154","αὐτοῦ","FALSE"
"155","ἐξουθενώθη","FALSE"
"156","ἐνώπιον","FALSE"
"157","τοῦ","FALSE"
"158","θεοῦ","FALSE"
"159","ἠτιμώθη","FALSE"
"160","ἕως","FALSE"
"161","εἰς","FALSE"
"162","τέλος","FALSE"
"163","υἱοὶ","FALSE"
"164","καὶ","FALSE"
"165","θυγατέρες","FALSE"
"166","ἐν","FALSE"
"167","αἰχμαλωσίᾳ","FALSE"
"168","πονηρᾷ","FALSE"
"169","ἐν","FALSE"
"170","σφραγῖδι","FALSE"
"171","ὁ","FALSE"
"172","τράχηλος","FALSE"
"173","αὐτῶν","FALSE"
"174","ἐν","FALSE"
"175","ἐπισήμῳ","FALSE"
"176","ἐν","FALSE"
"177","τοῖς","FALSE"
"178","ἔθνεσιν","FALSE"
"179","Κατὰ","FALSE"
"180","τὰς","FALSE"
"181","ἁμαρτίας","FALSE"
"182","αὐτῶν","FALSE"
"183","ἐποίησεν","FALSE"
"184","αὐτοῖς","FALSE"
"185","ὅτι","FALSE"
"186","ἐνκατέλιπεν","FALSE"
"187","αὐτοὺς","FALSE"
"188","εἰς","FALSE"
"189","χεῖρας","FALSE"
"190","κατεσχυόντων","FALSE"
"191","ἀπέστρεψεν","FALSE"
"192","γὰρ","FALSE"
"193","τὸ","FALSE"
"194","πρόσωπον","FALSE"
"195","αὐτοῦ","FALSE"
"196","ἀπὸ","FALSE"
"197","ἐλέους","FALSE"
"198","αὐτῶν","FALSE"
"199","νέον","FALSE"
"200","καὶ","FALSE"
"201","πρεσβήτην","FALSE"
"202","καὶ","FALSE"
"203","τέκνα","FALSE"
"204","αὐτῶν","FALSE"
"205","εἰς","FALSE"
"206","ἅπαξ","FALSE"
"207","ἐποίησεν","FALSE"
"208","εἰς","FALSE"
"209","ἅπαξ","FALSE"
"210","τοῦ","FALSE"
"211","μὴ","FALSE"
"212","ἀκούον","FALSE"
"213","καὶ","FALSE"
"214","ὁ","FALSE"
"215","οὐρανὸς","FALSE"
"216","ἐβαρυθύμησε","FALSE"
"217","καὶ","FALSE"
"218","ἡ","FALSE"
"219","γῆ","FALSE"
"220","βδελύξατο","FALSE"
"221","αὐτούς","FALSE"
"222","ὅτι","FALSE"
"223","οὐκ","FALSE"
"224","ἐποίησεν","FALSE"
"225","πᾶς","FALSE"
"226","ἄνθρωπος","FALSE"
"227","ἐπ᾿","FALSE"
"228","αὐτῆς","FALSE"
"229","ὅσα","FALSE"
"230","ἐποίησαν","FALSE"
"231","καὶ","FALSE"
"232","γνώσεται","FALSE"
"233","ἡ","FALSE"
"234","γῆ","FALSE"
"235","τὰ","FALSE"
"236","κρίματά","FALSE"
"237","σου","FALSE"
"238","πάντα","FALSE"
"239","τὰ","FALSE"
"240","δίκαια","FALSE"
"241","ὁ","FALSE"
"242","θεός","FALSE"
"243","Ἔστησαν","FALSE"
"244","τοὺς","FALSE"
"245","υἱοὺς","FALSE"
"246","ηδὴμ","FALSE"
"247","εἰς","FALSE"
"248","ἐμπαιγὸν","FALSE"
"249","ἀντὶ","FALSE"
"250","πορνῶν","FALSE"
"251","ἐν","FALSE"
"252","αὐτῇ","FALSE"
"253","πᾶς","FALSE"
"254","ὁ","FALSE"
"255","πορευόμενος","FALSE"
"256","εἰσεπορεύετο","FALSE"
"257","κατέναντι","FALSE"
"258","τοῦ","FALSE"
"259","ἡλίου","FALSE"
"260","ἐνέπεζον","FALSE"
"261","τάς","FALSE"
"262","ἀνομίας","FALSE"
"263","αὐτῶν","FALSE"
"264","καθὰ","FALSE"
"265","ἐποίουν","FALSE"
"266","αὐτοί","FALSE"
"267","ἀπέναντι","FALSE"
"268","τοῦ","FALSE"
"269","ἡλίου","FALSE"
"270","παρεδειγμάτισαν","FALSE"
"271","ἀδικίας","FALSE"
"272","αὐτῶν","FALSE"
"273","θυγατέρας","FALSE"
"274","Ἱερουσαλὴμ","FALSE"
"275","βέβηλοι","FALSE"
"276","κατὰ","FALSE"
"277","τὸ","FALSE"
"278","κρίμα","FALSE"
"279","σου","FALSE"
"280","ἀνθ᾿","FALSE"
"281","ὧν","FALSE"
"282","αὐταὶ","FALSE"
"283","ἐμιαίωσαν","FALSE"
"284","αὑτὰς","FALSE"
"285","ἐν","FALSE"
"286","φυρμῷ","FALSE"
"287","ἀναμείξεως","FALSE"
"288","τὴν","FALSE"
"289","κοιλίαν","FALSE"
"290","μου","FALSE"
"291","καὶ","FALSE"
"292","τὰ","FALSE"
"293","σπλάγχνα","FALSE"
"294","μου","FALSE"
"295","πονῶ","FALSE"
"296","ἐπὶ","FALSE"
"297","τούτοις","FALSE"
"298","Ἐγὼ","FALSE"
"299","δικαιώσω","FALSE"
"300","σε","FALSE"
"301","ὁ","FALSE"
"302","θεός","FALSE"
"303","ἐν","FALSE"
"304","εὐθύτητι","FALSE"
"305","καρδίας","FALSE"
"306","ὅτι","FALSE"
"307","ἐν","FALSE"
"308","τοῖς","FALSE"
"309","κρίμασίν","FALSE"
"310","σου","FALSE"
"311","ἡ","FALSE"
"312","δικαιοσύνη","FALSE"
"313","σου","FALSE"
"314","ὁ","FALSE"
"315","θεός","FALSE"
"316","ὅτι","FALSE"
"317","ἀπέδωκας","FALSE"
"318","τοῖς","FALSE"
"319","ἁμαρτωλοῖς","FALSE"
"320","κατὰ","FALSE"
"321","τὰ","FALSE"
"322","ἔργα","FALSE"
"323","αὐτῶν","FALSE"
"324","καὶ","FALSE"
"325","κατὰ","FALSE"
"326","τὰς","FALSE"
"327","ἁμαρτίας","FALSE"
"328","αὐτῶν","FALSE"
"329","τὰς","FALSE"
"330","πονηρὰς","FALSE"
"331","σφόδραν","FALSE"
"332","ἕναμψας","FALSE"
"333","τὰς","FALSE"
"334","ἁμαρτίας","FALSE"
"335","αὐτῶν","FALSE"
"336","ἵνα","FALSE"
"337","φανῇ","FALSE"
"338","τὸ","FALSE"
"339","κρίμα","FALSE"
"340","σου","FALSE"
"341","ἐξήλιψας","FALSE"
"342","τὸ","FALSE"
"343","μνημόσυνον","FALSE"
"344","αὐτῶν","FALSE"
"345","ἀπὸ","FALSE"
"346","τῆς","FALSE"
"347","γῆς","FALSE"
"348","ὁ","FALSE"
"349","θεὸς","FALSE"
"350","κριτὴς","FALSE"
"351","δίκαιος","FALSE"
"352","καὶ","FALSE"
"353","οὐ","FALSE"
"354","θαυμάσι","FALSE"
"355","πρόσωπον","FALSE"
"356","Ὠνίδησαν","FALSE"
"357","γὰρ","FALSE"
"358","ἔθνη","FALSE"
"359","Ἱερουσαλὴμ","FALSE"
"360","ἐν","FALSE"
"361","καταπατήσει","FALSE"
"362","κατέπαισεν","FALSE"
"363","τὸ","FALSE"
"364","κάλλος","FALSE"
"365","αὐτῆς","FALSE"
"366","ἀπὸ","FALSE"
"367","θρόνου","FALSE"
"368","δόξης","FALSE"
"369","περιεζώσατο","FALSE"
"370","σάκκον","FALSE"
"371","ἀντὶ","FALSE"
"372","ἐνδύματος","FALSE"
"373","εὐπρεπείας","FALSE"
"374","σχοινίον","FALSE"
"375","περὶ","FALSE"
"376","τὴν","FALSE"
"377","κεφαλὴν","FALSE"
"378","αὐτῆς","FALSE"
"379","ἀντὶ","FALSE"
"380","στεφάνου","FALSE"
"381","περιείλετο","FALSE"
"382","μίτραν","FALSE"
"383","δόξης","FALSE"
"384","ἣν","FALSE"
"385","περιέθηκεν","FALSE"
"386","αὐτῇ","FALSE"
"387","ὁ","FALSE"
"388","θεός","FALSE"
"389","ἐν","FALSE"
"390","ἀτιμίᾳ","FALSE"
"391","τὸ","FALSE"
"392","κάλλος","FALSE"
"393","αὐτῆς","FALSE"
"394","ἀπε᾽","FALSE"
"395","ρῥίφει","FALSE"
"396","ἐπὶ","FALSE"
"397","τὴν","FALSE"
"398","γῆν","FALSE"
"399","Καὶ","FALSE"
"400","ἐγὼ","FALSE"
"401","εἶδον","FALSE"
"402","καὶ","FALSE"
"403","ἐδεήθην","FALSE"
"404","τοῦ","FALSE"
"405","προσώπου","FALSE"
"406","κυρίου","FALSE"
"407","καὶ","FALSE"
"408","εἶπον","FALSE"
"409","Ἱκάνωσον","FALSE"
"410","κύριε","FALSE"
"411","τοῦ","FALSE"
"412","βαρύνεσθαι","FALSE"
"413","χεῖρας","FALSE"
"414","σου","FALSE"
"415","ἐπὶ","FALSE"
"416","Ἰερουσαλὴμ","FALSE"
"417","ἐν","FALSE"
"418","ἐπ᾽","FALSE"
"419","αγωγῇ","FALSE"
"420","ἐθνῶν","FALSE"
"421","ὅτι","FALSE"
"422","ἐνέπαιζαν","FALSE"
"423","καὶ","FALSE"
"424","οὐκ","FALSE"
"425","ἐφείσαντο","FALSE"
"426","ἐν","FALSE"
"427","ὀργῇ","FALSE"
