"ID","TOKEN","IS_PUNCT"
"1","τὸν","FALSE"
"2","δὲ","FALSE"
"3","θεὸν","FALSE"
"4","αὐτοῖς","FALSE"
"5","τοῦτον","FALSE"
"6","τὸν","FALSE"
"7","νοῦν","FALSE"
"8","ἐμβαλεῖν","FALSE"
"9","διὰ","FALSE"
"10","τὸ","FALSE"
"11","τοὺς","FALSE"
"12","ἐν","FALSE"
"13","Σικίμοις","FALSE"
"14","ἀσεβεῖς","FALSE"
"15","εἶναι","FALSE"
"16",".","TRUE"
"17","φησὶ","FALSE"
"18","δέ","FALSE"
"19","·","TRUE"
"20","Βλάπτε","FALSE"
"21","θεὸς","FALSE"
"22","Σικίμων","FALSE"
"23","οἰκήτορας","FALSE"
"24",",","TRUE"
"25","οὐ","FALSE"
"26","γὰρ","FALSE"
"27","ἔτιον","FALSE"
"28","εἰς","FALSE"
"29","αὐτοὺς","FALSE"
"30","ὅστις","FALSE"
"31","κε","FALSE"
"32","μόλῃ","FALSE"
"33","κακὸς","FALSE"
"34","οὐδὲ","FALSE"
"35","μὲν","FALSE"
"36","ἐσθλός","FALSE"
"37","·","TRUE"
"38","οὐδὲ","FALSE"
"39","δίκας","FALSE"
"40","ἐδίκαζον","FALSE"
"41","ἀνὰ","FALSE"
"42","πτόλιν","FALSE"
"43","οὐδὲ","FALSE"
"44","θέμιστας","FALSE"
"45","·","TRUE"
"46","λοίγια","FALSE"
"47","δ᾽","FALSE"
"48","ὠρώρει","FALSE"
"49","τοῖσιν","FALSE"
"50","μεμελημένα","FALSE"
"51","ἔργα","FALSE"
"52",".","TRUE"
