"ID","TOKEN","IS_STOP"
"1","Ἰοκάστη","FALSE"
"2","ὦ","TRUE"
"3","τὴν","TRUE"
"4","ἐν","TRUE"
"5","ἄστροις","FALSE"
"6","οὐρανοῦ","FALSE"
"7","τέμνων","FALSE"
"8","ὁδὸν","FALSE"
"9","καὶ","TRUE"
"10","χρυσοκολλήτοισιν","FALSE"
"11","ἐμβεβὼς","FALSE"
"12","δίφροις","FALSE"
"13","Ἥλιε","FALSE"
"14",",","FALSE"
"15","θοαῖς","FALSE"
"16","ἵπποισιν","FALSE"
"17","εἱλίσσων","FALSE"
"18","φλόγα","FALSE"
"19",",","FALSE"
"20","ὡς","TRUE"
"21","δυστυχῆ","FALSE"
"22","Θήβαισι","FALSE"
"23","τῇ","TRUE"
"24","τόθʼ","FALSE"
"25","ἡμέρᾳ","FALSE"
"26","ἀκτῖνʼ","FALSE"
"27","ἐφῆκας","FALSE"
"28",",","FALSE"
"29","Κάδμος","FALSE"
"30","ἡνίκʼ","FALSE"
"31","ἦλθε","FALSE"
"32","γῆν","FALSE"
"33","τήνδʼ","FALSE"
"34",",","FALSE"
"35","ἐκλιπὼν","FALSE"
"36","Φοίνισσαν","FALSE"
"37","ἐναλίαν","FALSE"
"38","χθόνα","FALSE"
"39","·","FALSE"
"40","ὃς","TRUE"
"41","παῖδα","FALSE"
"42","γήμας","FALSE"
"43","Κύπριδος","FALSE"
"44","Ἁρμονίαν","FALSE"
"45","ποτὲ","FALSE"
"46","Πολύδωρον","FALSE"
"47","ἐξέφυσε","FALSE"
"48",",","FALSE"
"49","τοῦ","TRUE"
"50","δὲ","TRUE"
"51","Λάβδακον","FALSE"
"52","φῦναι","FALSE"
"53","λέγουσιν","FALSE"
"54",",","FALSE"
"55","ἐκ","TRUE"
"56","δὲ","TRUE"
"57","τοῦδε","TRUE"
"58","Λάιον","FALSE"
"59",".","FALSE"
"60","ἐγὼ","TRUE"
"61","δὲ","TRUE"
"62","παῖς","FALSE"
"63","μὲν","TRUE"
"64","κλῄζομαι","FALSE"
