"ID","TOKEN","IS_STOP"
"1","Κλαυδίου","FALSE"
"2","Πτολεμαίου","FALSE"
"3","μαθηματικῆς","FALSE"
"4","τετραβίβλου","FALSE"
"5","συντάξεως","FALSE"
"6","προοίμιον","FALSE"
"7","Τῶν","TRUE"
"8","τὸ","TRUE"
"9","δἰ","TRUE"
"10","ἀστρονομίας","FALSE"
"11","προγνωστικὸν","FALSE"
"12","τέλος","FALSE"
"13","παρασκευαζόντων","FALSE"
"14",",","FALSE"
"15","ὦ","TRUE"
"16","Σύρε","FALSE"
"17",",","FALSE"
"18","δύο","FALSE"
"19","τῶν","TRUE"
"20","μεγίστων","FALSE"
"21","καὶ","TRUE"
"22","κυριωτάτων","FALSE"
"23","ὑπαρχόντων","FALSE"
"24",",","FALSE"
"25","ἑνὸς","FALSE"
"26","μὲν","TRUE"
"27","τοῦ","TRUE"
"28","πρώτου","FALSE"
"29","καὶ","TRUE"
"30","τάξει","FALSE"
"31","καὶ","TRUE"
"32","δυνάμει","FALSE"
"33",",","FALSE"
"34","καθʼ","FALSE"
"35","ὃ","TRUE"
"36","τοὺς","TRUE"
"37","γινομένους","FALSE"
"38","ἑκάστοτε","FALSE"
"39","σχηματισμοὺς","FALSE"
"40","τῶν","TRUE"
"41","κινήσεων","FALSE"
"42","ἡλίου","FALSE"
"43","καὶ","TRUE"
"44","σελήνης","FALSE"
"45","καὶ","TRUE"
"46","ἀστέρων","FALSE"
"47","πρὸς","TRUE"
"48","ἀλλήλους","FALSE"
"49","τε","TRUE"
"50","καὶ","TRUE"
"51","τὴν","TRUE"
"52","γῆν","FALSE"
"53","καταλαμβανόμεθα","FALSE"
"54","·","FALSE"
"55","δευτέρου","FALSE"
"56","δὲ","TRUE"
"57","καθʼ","FALSE"
"58","ὃ","TRUE"
"59","διὰ","TRUE"
"60","τῆς","TRUE"
"61","φυσικῆς","FALSE"
"62","τῶν","TRUE"
"63","σχηματισμῶν","FALSE"
"64","αὐτῶν","TRUE"
"65","ἰδιοτροπίας","FALSE"
"66","τὰς","TRUE"
"67","ἀποτελουμένας","FALSE"
"68","μεταβολὰς","FALSE"
"69","τῶν","TRUE"
"70","ἐμπεριεχομένων","FALSE"
"71","ἐπισκεπτόμεθα","FALSE"
"72","·","FALSE"
"73","τὸ","TRUE"
"74","μὲν","TRUE"
"75","πρῶτον","FALSE"
