"ID","TOKEN","IS_STOP"
"1","Ἐγένετο","FALSE"
"2","ἡνίκα","FALSE"
"3","ἤγγισαν","FALSE"
"4","αἱ","TRUE"
"5","ἡμέραι","FALSE"
"6","τοῦ","TRUE"
"7","θανάτου","FALSE"
"8","τοῦ","TRUE"
"9","Ἁβραάμ","FALSE"
"10",",","FALSE"
"11","εἶπεν","FALSE"
"12","κύριος","FALSE"
"13","πρὸς","TRUE"
"14","Μιχαήλ","FALSE"
"15","·","FALSE"
"16","Ἀνάστηθι","FALSE"
"17","καὶ","TRUE"
"18","πορεύθητι","FALSE"
"19","πρὸς","TRUE"
"20","Ἁβραὰμ","FALSE"
"21","τὸν","TRUE"
"22","δοῦλόν","FALSE"
"23","μου","TRUE"
"24",",","FALSE"
"25","καὶ","TRUE"
"26","εἰπὲ","FALSE"
"27","αὐτῷ","TRUE"
"28","ὅπως","FALSE"
"29","ἐξελεύσῃ","FALSE"
"30","τοῦ","TRUE"
"31","βίου","FALSE"
"32",",","FALSE"
"33","ὅτι","TRUE"
"34","ἰδοὺ","FALSE"
"35","ἐπληρώθησαν","FALSE"
"36","αἱ","TRUE"
"37","ἡμέραι","FALSE"
"38","τῆς","TRUE"
"39","προσκαίρου","FALSE"
"40","ζωῆς","FALSE"
"41","σου","TRUE"
"42","·","FALSE"
"43","ὅπως","FALSE"
"44","διοικήσῃ","FALSE"
"45","τὰ","TRUE"
"46","τοῦ","TRUE"
"47","οἴκου","FALSE"
"48","αὐτοῦ","TRUE"
"49","πρὶν","FALSE"
"50","ἀποθανεῖν","FALSE"
"51",".","FALSE"
"52","Καὶ","TRUE"
"53","ἐπορεύθη","FALSE"
"54","Μιχαὴλ","FALSE"
"55","καὶ","TRUE"
"56","ἦλθεν","FALSE"
"57","πρὸς","TRUE"
"58","Ἁβραὰμ","FALSE"
"59",",","FALSE"
"60","καὶ","TRUE"
"61","εὗρεν","FALSE"
"62","αὐτὸν","TRUE"
"63","καθιζόμενον","FALSE"
"64","ἔμπροσθεν","FALSE"
"65","τῶν","TRUE"
"66","βοῶν","FALSE"
"67","αὐτοῦ","TRUE"
"68","εἰς","TRUE"
"69","ἀροτριασμόν","FALSE"
"70","·","FALSE"
"71","ὑπῆρχεν","FALSE"
"72","δὲ","TRUE"
"73","γηραλέος","FALSE"
"74","πάνυ","FALSE"
"75","τῇ","TRUE"
"76","ἰδέᾳ","FALSE"
"77","·","FALSE"
"78","εἶχεν","FALSE"
"79","δὲ","TRUE"
"80","ἐνηγκαλισμένον","FALSE"
"81","τὸν","TRUE"
"82","υἱὸν","FALSE"
"83","αὐτοῦ","TRUE"
"84",".","FALSE"
"85","ἰδὼν","FALSE"
"86","οὖν","TRUE"
"87","Ἁβραὰμ","FALSE"
"88","τὸν","TRUE"
"89","ἀρχάγγελον","FALSE"
"90","Μιχαήλ","FALSE"
"91",",","FALSE"
"92","ἀναστὰς","FALSE"
"93","ἐκ","TRUE"
"94","τῆς","TRUE"
"95","γῆς","FALSE"
"96","ἠσπάσατο","FALSE"
"97","αὐτόν","TRUE"
"98",",","FALSE"
"99","μὴ","TRUE"
"100","εἰδὼς","FALSE"
"101","τίς","TRUE"
"102","ἐστιν","TRUE"
"103",",","FALSE"
"104","καὶ","TRUE"
"105","εἶπεν","FALSE"
"106","πρὸς","TRUE"
"107","αὐτόν","TRUE"
"108","·","FALSE"
"109","Σῶσόν","FALSE"
"110","σε","TRUE"
"111","ὁ","TRUE"
"112","θεός","FALSE"
"113","·","FALSE"
"114","ἄναστα","FALSE"
"115","καλῶς","FALSE"
"116","πορευόμενος","FALSE"
"117","τὴν","TRUE"
"118","ὁδόν","FALSE"
"119","σου","TRUE"
"120",".","FALSE"
"121","καὶ","TRUE"
"122","ἀπεκρίθη","FALSE"
"123","αὐτῷ","TRUE"
"124","Μιχαήλ","FALSE"
"125","·","FALSE"
"126","Φιλάνθρωπος","FALSE"
"127","εἶ","TRUE"
"128","σύ","TRUE"
"129",",","FALSE"
"130","καλὲ","FALSE"
"131","πάτερ","FALSE"
"132",".","FALSE"
"133","καὶ","TRUE"
"134","ἀπεκρίθη","FALSE"
"135","Ἁβραὰμ","FALSE"
"136","καὶ","TRUE"
"137","εἶπεν","FALSE"
"138","αὐτῷ","TRUE"
"139","·","FALSE"
"140","Ἐλθέ","FALSE"
"141",",","FALSE"
"142","ἔγγισόν","FALSE"
"143","μοι","TRUE"
"144",",","FALSE"
"145","ἀδελφὲ","FALSE"
"146",",","FALSE"
"147","καὶ","TRUE"
"148","ὀλίγην","FALSE"
"149","ὥραν","FALSE"
"150","ἵνα","FALSE"
"151","προστάξω","FALSE"
"152","ἐνεχθῆναι","FALSE"
"153","ζῶον","FALSE"
"154",",","FALSE"
"155","ἵνα","FALSE"
"156","ἀπέλθωμεν","FALSE"
"157","ἐν","TRUE"
"158","τῷ","TRUE"
"159","οἴκῳ","FALSE"
"160","μου","TRUE"
"161","καὶ","TRUE"
"162","ἀναπαύῃς","FALSE"
"163","μετ᾽","FALSE"
"164","ἐμοῦ","TRUE"
"165",",","FALSE"
"166","ὅτι","TRUE"
"167","πρὸς","TRUE"
"168","ἑσπέρᾳ","FALSE"
"169","ἐστὶν","TRUE"
"170",",","FALSE"
"171","καὶ","TRUE"
"172","τῷ","TRUE"
"173","πρωῒ","FALSE"
"174","ἀναστὰς","FALSE"
"175","πορεύου","FALSE"
"176","ὅπου","FALSE"
"177","ἂν","TRUE"
"178","βούλῃ","FALSE"
"179",",","FALSE"
"180","μήπως","FALSE"
"181","συναντήσῃ","FALSE"
"182","σοι","TRUE"
"183","θηρίον","FALSE"
"184","πονηρὸν","FALSE"
"185","καὶ","TRUE"
"186","καταικίσῃ","FALSE"
"187","σε","TRUE"
"188",".","FALSE"
"189","ἠρώτησεν","FALSE"
"190","δὲ","TRUE"
"191","Μιχαὴλ","FALSE"
"192","τὸν","TRUE"
"193","Ἁβραὰμ","FALSE"
"194","λέγων","FALSE"
"195","·","FALSE"
"196","Εἰπέ","FALSE"
"197","μοι","TRUE"
"198","τὸ","TRUE"
"199","ὄνομά","FALSE"
"200","σου","TRUE"
"201",",","FALSE"
"202","πρὶν","FALSE"
"203","εἰσελθεῖν","FALSE"
"204","ἐν","TRUE"
"205","τῷ","TRUE"
"206","οἴκῳ","FALSE"
"207","σου","TRUE"
"208",",","FALSE"
"209","μὴ","TRUE"
"210","ἐπιβαρὴς","FALSE"
"211","γένωμαί","FALSE"
"212","σοι","TRUE"
"213",".","FALSE"
"214","καὶ","TRUE"
"215","ἀπεκρίθη","FALSE"
"216","Ἁβραὰμ","FALSE"
"217","καὶ","TRUE"
"218","εἶπεν","FALSE"
"219","·","FALSE"
"220","Οἱ","TRUE"
"221","γονεῖς","FALSE"
"222","μου","TRUE"
"223","ὠνόμασάν","FALSE"
"224","με","TRUE"
"225","Ἁβράμ","FALSE"
"226",",","FALSE"
"227","καὶ","TRUE"
"228","ὁ","TRUE"
"229","κύριος","FALSE"
"230","ἐπωνόμασέν","FALSE"
"231","Ἁβραάμ","FALSE"
"232",",","FALSE"
"233","λέγων","FALSE"
"234","·","FALSE"
"235","Ἀνάστηθι","FALSE"
"236","καὶ","TRUE"
"237","πορεύου","FALSE"
"238","ἐκ","TRUE"
"239","τοῦ","TRUE"
"240","οἴκου","FALSE"
"241","σου","TRUE"
"242","καὶ","TRUE"
"243","ἐκ","TRUE"
"244","τῆς","TRUE"
"245","συγγενείας","FALSE"
"246","σου","TRUE"
"247",",","FALSE"
"248","καὶ","TRUE"
"249","δεῦρο","FALSE"
"250","εἰς","TRUE"
"251","γῆν","FALSE"
"252","ἣν","TRUE"
"253","ἄν","TRUE"
"254","σοι","TRUE"
"255","δείξω","FALSE"
"256","·","FALSE"
"257","καὶ","TRUE"
"258","ἀπελθόντος","FALSE"
"259","μου","TRUE"
"260","εἰς","TRUE"
"261","τὴν","TRUE"
"262","γῆν","FALSE"
"263","ἣν","TRUE"
"264","ὑπέδειξέ","FALSE"
"265","μοι","TRUE"
"266","ὁ","TRUE"
"267","κύριος","FALSE"
"268",",","FALSE"
"269","εἴρηκέν","FALSE"
