"ID","TOKEN","IS_STOP"
"1","äü","FALSE"
"2","Ἀλλὰ","TRUE"
"3","καὶ","TRUE"
"4","τὴν","TRUE"
"5","ἑβδόμην","FALSE"
"6","ἱερὰν","FALSE"
"7","οὐ","TRUE"
"8","μόνον","FALSE"
"9","οἱ","TRUE"
"10","Ἑβραῖοι","FALSE"
"11",",","FALSE"
"12","ἀλλὰ","TRUE"
"13","καὶ","TRUE"
"14","οἱ","TRUE"
"15","Ἕλληνες","FALSE"
"16","ἴσασι","FALSE"
"17",",","FALSE"
"18","καθ","FALSE"
"19","ἣν","TRUE"
"20","ὁ","TRUE"
"21","πᾶς","FALSE"
"22","κόσμος","FALSE"
"23","κυκλεῖται","FALSE"
"24","τῶν","TRUE"
"25","ζωογονουμένων","FALSE"
"26","καὶ","TRUE"
"27","φυομένων","FALSE"
"28","ἁπάντων","FALSE"
"29",".","FALSE"
"30","Ἡσίοδος","FALSE"
"31","μὲν","TRUE"
"32","οὖν","TRUE"
"33","οὕτως","TRUE"
"34","περὶ","TRUE"
"35","αὐτῆς","TRUE"
"36","λέγει","FALSE"
"37","·","FALSE"
"38","πρῶτον","FALSE"
"39","ἔνη","FALSE"
"40","τετράς","FALSE"
"41","τε","TRUE"
"42","καὶ","TRUE"
"43","ἑβδόμη","FALSE"
"44","ἱερὸν","FALSE"
"45","ἦμαρ","FALSE"
"46",".","FALSE"
"47","καὶ","TRUE"
"48","πάλιν","FALSE"
"49","·","FALSE"
"50","ἑβδομάτῃ","FALSE"
"51","δ","FALSE"
"52","αὖθις","FALSE"
"53","λαμπρὸν","FALSE"
"54","φάος","FALSE"
"55","ἠελίοιο","FALSE"
"56",".","FALSE"
"57","Ὅμηρος","FALSE"
"58","δέ","TRUE"
"59","·","FALSE"
"60","ἑβδομάτῃ","FALSE"
"61","δἤπειτα","FALSE"
"62","κατήλυθεν","FALSE"
"63","ἱερὸν","FALSE"
"64","ἦμαρ","FALSE"
"65",".","FALSE"
"66","καί","TRUE"
"67","·","FALSE"
"68","ἑβδόμη","FALSE"
"69","ἦν","TRUE"
"70","ἱερή","FALSE"
"71",".","FALSE"
"72","καὶ","TRUE"
"73","πάλιν","FALSE"
"74","·","FALSE"
"75","ἕβδομον","FALSE"
"76","ἦμαρ","FALSE"
"77","ἔην","TRUE"
"78",",","FALSE"
"79","καὶ","TRUE"
"80","τῷ","TRUE"
"81","τετέλεστο","FALSE"
"82","ἅπαντα","FALSE"
"83",".","FALSE"
"84","καὶ","TRUE"
"85","αὖθις","FALSE"
"86","·","FALSE"
"87","ἑβδομάτῃ","FALSE"
"88","δ","FALSE"
"89","ἠοῖ","FALSE"
"90","λίπομεν","FALSE"
"91","ῥόον","FALSE"
"92","ἐξ","TRUE"
"93","Ἀχέροντος","FALSE"
"94",".","FALSE"
"95","ναὶ","FALSE"
"96","μὴν","FALSE"
"97","καὶ","TRUE"
"98","Καλλίμαχος","FALSE"
"99","ὁ","TRUE"
"100","ποιητὴς","FALSE"
"101","γράφει","FALSE"
"102","·","FALSE"
"103","ἑβδομάτῃ","FALSE"
"104","δ","FALSE"
"105","ἠοῖ","FALSE"
"106","καί","TRUE"
"107","οἱ","TRUE"
"108","τετύκοντο","FALSE"
"109","ἅπαντα","FALSE"
"110",".","FALSE"
"111","καὶ","TRUE"
"112","πάλιν","FALSE"
"113","·","FALSE"
"114","ἑβδόμη","FALSE"
"115","εἰν","TRUE"
"116","ἀγαθοῖσι","FALSE"
"117","καὶ","TRUE"
"118","ἑβδόμη","FALSE"
"119","ἐστὶ","TRUE"
"120","γενέθλη","FALSE"
"121",".","FALSE"
"122","καὶ","TRUE"
"123","·","FALSE"
"124","ἑβδόμη","FALSE"
"125","ἐν","TRUE"
"126","πρώτοισιν","FALSE"
"127","καὶ","TRUE"
"128","ἑβδόμη","FALSE"
"129","ἐστὶ","TRUE"
"130","τελείη","FALSE"
"131",".","FALSE"
"132","καὶ","TRUE"
"133","·","FALSE"
"134","ἑπτὰ","FALSE"
"135","δὲ","TRUE"
"136","πάντα","FALSE"
"137","τέτυκτο","FALSE"
"138","ἐν","TRUE"
"139","οὐρανῷ","FALSE"
"140","ἀστερόεντι","FALSE"
"141","ἐν","TRUE"
"142","κύκλοισι","FALSE"
"143","φανέντα","FALSE"
"144","ἐπιτελλομένοις","FALSE"
"145","ἐνιαυτοῖς","FALSE"
"146",".","FALSE"
"147","ἀλλὰ","TRUE"
"148","καὶ","TRUE"
"149","αἱ","TRUE"
"150","Σόλωνος","FALSE"
"151","ἐλεγεῖαι","FALSE"
"152","σφόδρα","FALSE"
"153","τὴν","TRUE"
"154","ἑβδομάδα","FALSE"
"155","ἐκθειάζουσιν","FALSE"
"156",".","FALSE"
