"ID","TOKEN","IS_PUNCT"
"465","ἐν","FALSE"
"466","τῇ","FALSE"
"467","δόξῃ","FALSE"
"468","αὐτοῦ","FALSE"
"469","τῇ","FALSE"
"470","ἔμπροσθεν","FALSE"
"471",";","TRUE"
"472","καὶ","FALSE"
"473","πῶς","FALSE"
"474","ὑμεῖς","FALSE"
"475","βλέπετε","FALSE"
"476","αὐτὸν","FALSE"
"477","νῦν","FALSE"
"478","καθὼς","FALSE"
"479","οὐχ","FALSE"
"480","ὑπάρχοντα","FALSE"
"481","ἐνώπιον","FALSE"
"482","ὑμῶν","FALSE"
"483",".","TRUE"
"484","καὶ","FALSE"
"485","νῦν","FALSE"
"486","κατίσχυε","FALSE"
"487",",","TRUE"
"488","Ζοροβα","FALSE"
"489","βέλ","FALSE"
"490",",","TRUE"
"491","λέγει","FALSE"
"492","Κύριος","FALSE"
"493",",","TRUE"
"494","καὶ","FALSE"
"495","κατίσχυε","FALSE"
"496",",","TRUE"
"497","Ἰησοῦ","FALSE"
"498","ὁ","FALSE"
"499","τοῦ","FALSE"
"500","Ἰωσεδὲκ","FALSE"
"501","ὁ","FALSE"
"502","ἱερεὺς","FALSE"
"503","ὁ","FALSE"
"504","μέγας","FALSE"
"505",",","TRUE"
"506","καὶ","FALSE"
"507","κατισχυέτω","FALSE"
"508","πᾶς","FALSE"
"509","ὁ","FALSE"
"510","λαὸς","FALSE"
"511","τῆς","FALSE"
"512","γῆς","FALSE"
"513",",","TRUE"
"514","λέγει","FALSE"
"515","Κύριος","FALSE"
"516",",","TRUE"
"517","καὶ","FALSE"
"518","ποιεῖτε","FALSE"
"519","·","TRUE"
"520","διότι","FALSE"
"521","μεθʼ","FALSE"
"522","ὑμῶν","FALSE"
"523","ἐγὼ","FALSE"
"524","εἰμι","FALSE"
"525",",","TRUE"
"526","λέγει","FALSE"
"527","Κύριος","FALSE"
"528","ὁ","FALSE"
"529","παντοκράτωρ","FALSE"
"530",",","TRUE"
"531","καὶ","FALSE"
"532","τὸ","FALSE"
"533","πνεῦμά","FALSE"
"534","μου","FALSE"
"535","ἐφέστηκεν","FALSE"
"536","ἐν","FALSE"
"537","μέσῳ","FALSE"
"538","ὑμῶν","FALSE"
"539","·","TRUE"
"540","θαρσεῖτε","FALSE"
"541",".","TRUE"
"542","διότι","FALSE"
"543","λέγει","FALSE"
"544","Κύριος","FALSE"
"545","ΙΙαντοκράτωρ","FALSE"
"546","Ἔτι","FALSE"
"547","ἅπαξ","FALSE"
"548","ἐγὼ","FALSE"
"549","σείσω","FALSE"
"550","τὸν","FALSE"
"551","οὐρανὸν","FALSE"
"552","καὶ","FALSE"
"553","τὴν","FALSE"
"554","γῆν","FALSE"
"555","καὶ","FALSE"
"556","τὴν","FALSE"
"557","θάλασσαν","FALSE"
"558","καὶ","FALSE"
"559","τὴν","FALSE"
"560","ξηράν","FALSE"
"561",",","TRUE"
"562","καὶ","FALSE"
"563","συνσείσω","FALSE"
"564","πάντα","FALSE"
"565","τὰ","FALSE"
"566","ἔθνη","FALSE"
"567",",","TRUE"
"568","καὶ","FALSE"
"569","ἥξει","FALSE"
"570","τὰ","FALSE"
"571","ἐκλεκτὰ","FALSE"
"572","πάντων","FALSE"
"573","τῶν","FALSE"
"574","ἐθνῶν","FALSE"
"575","·","TRUE"
"576","καὶ","FALSE"
"577","πλήσω","FALSE"
"578","τὸν","FALSE"
"579","οἶκον","FALSE"
"580","τοῦτον","FALSE"
"581","δόξης","FALSE"
"582",",","TRUE"
"583","λέγει","FALSE"
"584","Κύριος","FALSE"
"585","Παντοκράτωρ","FALSE"
"586",".","TRUE"
"587","ἐμὸν","FALSE"
"588","τὸ","FALSE"
"589","ἀργύριον","FALSE"
"590","καὶ","FALSE"
"591","ἐμὸν","FALSE"
"592","τὸ","FALSE"
"593","χρυσίον","FALSE"
"594",",","TRUE"
"595","λέγει","FALSE"
"596","Κύριος","FALSE"
"597","αντοκράτωρ","FALSE"
"598",".","TRUE"
"599","διότι","FALSE"
"600","μεγάλη","FALSE"
"601","ἔσται","FALSE"
"602","ἡ","FALSE"
"603","δόξα","FALSE"
"604","τοῦ","FALSE"
"605","οἴκου","FALSE"
"606","τούτου","FALSE"
"607","ἡ","FALSE"
"608","ἐσχάτη","FALSE"
"609","ὑπέρ","FALSE"
"610","τὴν","FALSE"
"611","πρώτην","FALSE"
"612",",","TRUE"
"613","λέγει","FALSE"
"614","Κύριος","FALSE"
"615","Παντοκράτωρ","FALSE"
"616","·","TRUE"
"617","καὶ","FALSE"
"618","ἐν","FALSE"
"619","τῷ","FALSE"
"620","τόπῳ","FALSE"
"621","τούτῳ","FALSE"
"622","δώσω","FALSE"
"623","εἰρήνην","FALSE"
"624",",","TRUE"
"625","λέγει","FALSE"
"626","Κύριος","FALSE"
"627","Παντοκράτωρ","FALSE"
"628",",","TRUE"
"629","καὶ","FALSE"
"630","εἰρήνην","FALSE"
"631","ψυχῆς","FALSE"
"632","εἰς","FALSE"
"633","περιποίησιν","FALSE"
"634","παντὶ","FALSE"
"635","τῷ","FALSE"
"636","κτίζοντι","FALSE"
"637","τοῦ","FALSE"
"638","ἀναστῆσαι","FALSE"
"639","τὸυ","FALSE"
"640","ναὸν","FALSE"
"641","τοῦτον","FALSE"
"642",".","TRUE"
"643","Τετράδι","FALSE"
"644","καὶ","FALSE"
"645","εἰκάδι","FALSE"
"646","τοῦ","FALSE"
"647","ἐνάτου","FALSE"
"648","μηνὸς","FALSE"
"649","ἔτους","FALSE"
"650","δευτέρου","FALSE"
"651","ἐπὶ","FALSE"
"652","Δαρίου","FALSE"
"653","ἐγένετο","FALSE"
"654","λόγος","FALSE"
"655","Κυρίου","FALSE"
"656","πρὸς","FALSE"
"657","Ἀγγαῖον","FALSE"
"658","τὸν","FALSE"
"659","προφήτην","FALSE"
"660","λέγων","FALSE"
"661","Τάδε","FALSE"
"662","λέγει","FALSE"
"663","Κύριος","FALSE"
"664","Παντοκράτωρ","FALSE"
"665","Ἐπερώτησον","FALSE"
"666","τοὺς","FALSE"
"667","ἱερεῖς","FALSE"
"668","νόμον","FALSE"
"669","λέγων","FALSE"
"670","Ἐὸν","FALSE"
"671","λάβῃ","FALSE"
"672","ἄνθρωπος","FALSE"
"673","κρέας","FALSE"
"674","ἅγιον","FALSE"
"675","ἐν","FALSE"
"676","τῷ","FALSE"
"677","ἄκρῳ","FALSE"
"678","τοῦ","FALSE"
"679","ἱματίου","FALSE"
"680","αὐτοῦ","FALSE"
"681",",","TRUE"
"682","καὶ","FALSE"
"683","ἄψηται","FALSE"
"684","τὸ","FALSE"
"685","ἄκρον","FALSE"
"686","τοῦ","FALSE"
"687","ἱματίου","FALSE"
"688","αὐτοῦ","FALSE"
"689","ἄρτου","FALSE"
"690","ἡ","FALSE"
"691","ἑψέματος","FALSE"
"692","ἢ","FALSE"
"693","οἴνου","FALSE"
"694","ἢ","FALSE"
"695","ἐλαίου","FALSE"
"696","ἢ","FALSE"
"697","παντὸς","FALSE"
"698","βρώματος","FALSE"
"699",",","TRUE"
"700","εἰ","FALSE"
"701","ἁγιασθήσεται","FALSE"
"702",";","TRUE"
"703","καὶ","FALSE"
"704","ἀπεκρίθησαν","FALSE"
"705","οἱ","FALSE"
"706","ἱερεῖς","FALSE"
"707","καὶ","FALSE"
"708","εἶπαν","FALSE"
"709","Οὔ","FALSE"
"710",".","TRUE"
"711","καὶ","FALSE"
"712","εἶπεν","FALSE"
"713","Ἁγγαῖος","FALSE"
"714","Ἐὰν","FALSE"
"715","ἅψηται","FALSE"
"716","μεμιαμμένος","FALSE"
"717","ἀκάθαρτος","FALSE"
"718","ἐπὶ","FALSE"
"719","ψυχῇ","FALSE"
"720","ἐπὶ","FALSE"
"721","παντὸς","FALSE"
"722","τούτων","FALSE"
"723",",","TRUE"
"724","εἰ","FALSE"
"725","μιανθήσεται","FALSE"
"726",";","TRUE"
