"ID","TOKEN","IS_STOP"
"1","ΑΡΙΣΤΕΑΣ","FALSE"
"2","ΦΙΛΟΚΡΑΤΕΙ","FALSE"
"3","Ἀξιολόγου","FALSE"
"4","διηγήσεως","FALSE"
"5",",","FALSE"
"6","ὦ","TRUE"
"7","Φιλόκρατες","FALSE"
"8",",","FALSE"
"9","περὶ","TRUE"
"10","τῆς","TRUE"
"11","γενηθείσης","FALSE"
"12","ἡμῖν","TRUE"
"13","ἐντυχίας","FALSE"
"14","πρὸς","TRUE"
"15","Ἐλεάζαρον","FALSE"
"16","τὸν","TRUE"
"17","τῶν","TRUE"
"18","Ἰουδαίων","FALSE"
"19","ἀρχιερέα","FALSE"
"20","συνεσταμένης","FALSE"
"21",",","FALSE"
"22","διὰ","TRUE"
"23","τὸ","TRUE"
"24","σὲ","TRUE"
"25","περὶ","TRUE"
"26","πολλοῦ","FALSE"
"27","πεποιῆσθαι","FALSE"
"28",",","FALSE"
"29","παρ᾽","FALSE"
"30","ἕκαστα","FALSE"
"31","ὑπομιμνήσκων","FALSE"
"32",",","FALSE"
"33","συνακοῦσαι","FALSE"
"34","περὶ","TRUE"
"35","ὧν","TRUE"
"36","ἀπεστάλημεν","FALSE"
"37","καὶ","TRUE"
"38","διὰ","TRUE"
"39","τί","TRUE"
"40",",","FALSE"
"41","πεπείραμαι","FALSE"
"42","σαφῶς","FALSE"
"43","ἐκθέσθαι","FALSE"
"44","σοι","TRUE"
"45",",","FALSE"
"46","κατειληφὼς","FALSE"
"47","ἣν","TRUE"
"48","ἔχεις","FALSE"
"49","φιλομαθῆ","FALSE"
"50","διάθεσιν","FALSE"
"51",",","FALSE"
"52","ὅπερ","FALSE"
"53","μέγιστόν","FALSE"
"54","ἐστιν","TRUE"
"55","ἀνθρώπῳ","FALSE"
"56",",","FALSE"
"57","προσμανθάνειν","FALSE"
"58","ἀεί","FALSE"
"59","τι","TRUE"
"60","καὶ","TRUE"
"61","προσλαμβάνειν","FALSE"
"62",",","FALSE"
"63","ἤτοι","FALSE"
"64","κατὰ","TRUE"
"65","τὰς","TRUE"
"66","ἱστορίας","FALSE"
"67",",","FALSE"
"68","ἢ","TRUE"
"69","καὶ","TRUE"
"70","κατ᾽","FALSE"
"71","αὐτὸ","TRUE"
"72","τὸ","TRUE"
"73","πρᾶγμα","FALSE"
"74","πεπειραμένῳ","FALSE"
"75",".","FALSE"
"76","οὕτω","TRUE"
"77","γὰρ","TRUE"
"78","κατασκευάζεται","FALSE"
"79","ψυχῆς","FALSE"
"80","καθαρὰ","FALSE"
"81","διάθεσις","FALSE"
"82",",","FALSE"
"83","ἀναλαβοῦσα","FALSE"
"84","τὰ","TRUE"
"85","κάλλιστα","FALSE"
"86","·","FALSE"
"87","καὶ","TRUE"
"88","πρὸς","TRUE"
"89","τὸ","TRUE"
"90","πάντων","FALSE"
"91","κυριώτατον","FALSE"
"92","νενευκυῖα","FALSE"
"93","τὴν","TRUE"
"94","εὐσέβειαν","FALSE"
"95","ἀπλανεῖ","FALSE"
"96","κεχρημένη","FALSE"
"97","κανόνι","FALSE"
"98","διοικεῖ","FALSE"
"99",".","FALSE"
"100","Τὴν","TRUE"
"101","προαίρεσιν","FALSE"
"102","ἔχοντες","FALSE"
"103","ἡμεῖς","TRUE"
"104","πρὸς","TRUE"
"105","τὸ","TRUE"
"106","περιέργως","FALSE"
"107","τὰ","TRUE"
"108","θεῖα","FALSE"
"109","κατανοεῖν","FALSE"
"110",",","FALSE"
"111","ἑαυτοὺς","TRUE"
"112","ἐπεδώκαμεν","FALSE"
"113","εἰς","TRUE"
"114","τὸν","TRUE"
"115","προειρημένον","FALSE"
"116","ἄνδρα","FALSE"
"117","πρεσβείαν","FALSE"
"118",",","FALSE"
"119","καλοκαγαθίᾳ","FALSE"
"120","καὶ","TRUE"
"121","δόξῃ","FALSE"
"122","προτετιμημένον","FALSE"
"123","ὑπό","TRUE"
"124","τε","TRUE"
"125","τῶν","TRUE"
"126","πολιτῶν","FALSE"
"127","καὶ","TRUE"
"128","τῶν","TRUE"
"129","ἄλλων","TRUE"
"130",",","FALSE"
"131","καὶ","TRUE"
"132","κατακεκτημένον","FALSE"
"133","μεγίστην","FALSE"
"134","ὠφέλειαν","FALSE"
"135","τοῖς","TRUE"
"136","σὺν","TRUE"
"137","ἑαυτῷ","TRUE"
"138","καὶ","TRUE"
"139","τοῖς","TRUE"
"140","κατὰ","TRUE"
"141","τοὺς","TRUE"
"142","ἄλλους","TRUE"
"143","τόπους","FALSE"
"144","πολίταις","FALSE"
"145",",","FALSE"
"146","πρὸς","TRUE"
"147","τὴν","TRUE"
"148","ἑρμηνείαν","FALSE"
"149","τοῦ","TRUE"
"150","θείου","FALSE"
"151","νόμου","FALSE"
"152",",","FALSE"
"153","διὰ","TRUE"
"154","τὸ","TRUE"
"155","γεγράφθαι","FALSE"
"156","παρ᾽","FALSE"
"157","αὐτοῖς","TRUE"
"158","ἐν","TRUE"
"159","διφθέραις","FALSE"
"160","ἑβραϊκοῖς","FALSE"
"161","γράμμασιν","FALSE"
"162",".","FALSE"
"163","ἣν","TRUE"
"164","δὴ","TRUE"
"165","καὶ","TRUE"
"166","ἐποιησάμεθα","FALSE"
"167","ἡμεῖς","TRUE"
"168","σπουδῇ","FALSE"
"169",",","FALSE"
"170","λαβόντες","FALSE"
"171","καιρὸν","FALSE"
"172","πρὸς","TRUE"
"173","τὸν","TRUE"
"174","βασιλέα","FALSE"
"175","περὶ","TRUE"
"176","τῶν","TRUE"
"177","μετοικισθέντων","FALSE"
"178","εἰς","TRUE"
"179","Αἴγυπτον","FALSE"
"180","ἐκ","TRUE"
"181","τῆς","TRUE"
"182","Ἰουδαίας","FALSE"
"183","ὑπὸ","TRUE"
"184","πατρὸς","FALSE"
"185","τοῦ","TRUE"
"186","βασιλέως","FALSE"
"187",",","FALSE"
"188","πρώτως","FALSE"
"189","κεκτημένου","FALSE"
"190","τήν","TRUE"
"191","τε","TRUE"
"192","πόλιν","FALSE"
"193","καὶ","TRUE"
"194","κατὰ","TRUE"
"195","τὴν","TRUE"
"196","Αἴγυπτον","FALSE"
"197","παρειληφότος","FALSE"
"198",".","FALSE"
"199","Ἄξιόν","FALSE"
"200","ἐστι","TRUE"
"201","καὶ","TRUE"
"202","ταῦτά","TRUE"
"203","σοι","TRUE"
"204","δηλῶσαι","FALSE"
"205",".","FALSE"
"206","πέπεισμαι","FALSE"
"207","γὰρ","TRUE"
"208","σε","TRUE"
"209","μᾶλλον","FALSE"
"210","ἔχοντα","FALSE"
"211","πρόσκλισιν","FALSE"
"212","πρὸς","TRUE"
"213","τὴν","TRUE"
"214","σεμνότητα","FALSE"
"215","καὶ","TRUE"
"216","τὴν","TRUE"
"217","τῶν","TRUE"
"218","ἀνθρώπων","FALSE"
"219","διάθεσιν","FALSE"
"220","τῶν","TRUE"
"221","κατὰ","TRUE"
"222","τὴν","TRUE"
"223","σεμνὴν","FALSE"
"224","νομοθεσίαν","FALSE"
"225","διεξαγόντων","FALSE"
"226",",","FALSE"
"227","περὶ","TRUE"
"228","ὧν","TRUE"
"229","προαιρούμεθα","FALSE"
"230","δηλοῦν","FALSE"
"231",",","FALSE"
"232","ἀσμένως","FALSE"
"233","σε","TRUE"
"234","ἀκούσεσθαι","FALSE"
"235",",","FALSE"
"236","προσφάτως","FALSE"
"237","παραγεγενημένον","FALSE"
"238","ἐκ","TRUE"
"239","τῆς","TRUE"
"240","νήσου","FALSE"
"241","πρὸς","TRUE"
"242","ἡμεῖς","TRUE"
"243",",","FALSE"
"244","καὶ","TRUE"
"245","βουλόμενον","FALSE"
"246","συνακούειν","FALSE"
"247","ὅσα","FALSE"
"248","πρὸς","TRUE"
"249","ἐπισκευὴν","FALSE"
"250","ψυχῆς","FALSE"
"251","ὑπάρχει","FALSE"
"252",".","FALSE"
"253","καὶ","TRUE"
"254","πρότερον","FALSE"
"255","δὲ","TRUE"
"256","διεπεμψάμην","FALSE"
"257","σοι","TRUE"
"258","περὶ","TRUE"
"259","ὧν","TRUE"
"260","ἐνόμιζον","FALSE"
"261","ἀξιομνημονεύτων","FALSE"
"262","εἶναι","TRUE"
"263","τὴν","TRUE"
"264","ἀναγραφήν","FALSE"
"265",",","FALSE"
"266","ἣν","TRUE"
"267","μετελάβομεν","FALSE"
"268","παρὰ","TRUE"
"269","τῶν","TRUE"
"270","κατὰ","TRUE"
"271","τὴν","TRUE"
"272","λογιωτάτην","FALSE"
"273","Αἴγυπτον","FALSE"
"274","λογιωτάτην","FALSE"
"275","ἀρχιερέων","FALSE"
"276","περὶ","TRUE"
"277","τοῦ","TRUE"
"278","γένους","FALSE"
"279","τῶν","TRUE"
"280","Ἰουδαίων","FALSE"
"281",".","FALSE"
"282","φιλομαθῶς","FALSE"
"283","γὰρ","TRUE"
"284","ἔχοντί","FALSE"
"285","σοι","TRUE"
"286","περὶ","TRUE"
"287","τῶν","TRUE"
"288","δυναμένων","FALSE"
"289","ὠφελῆσαι","FALSE"
"290","διάνοιαν","FALSE"
"291","δέον","FALSE"
"292","ἐστὶ","TRUE"
"293","μεταδιδόναι","FALSE"
"294",",","FALSE"
"295","μάλιστα","FALSE"
"296","μὲν","TRUE"
"297","πᾶσι","FALSE"
"298","τοῖς","TRUE"
"299","ὁμοίοις","FALSE"
"300",",","FALSE"
"301","πολλῷ","FALSE"
"302","δὲ","TRUE"
"303","μᾶλλον","FALSE"
"304","σοὶ","TRUE"
"305","γνησίαν","FALSE"
"306","ἔχοντι","FALSE"
"307","τὴν","TRUE"
"308","αἵρεσιν","FALSE"
"309",",","FALSE"
"310","οὐ","TRUE"
"311","μόνον","FALSE"
"312","κατὰ","TRUE"
"313","τὸ","TRUE"
"314","συγγενὲς","FALSE"
"315","ἀδελφῷ","FALSE"
"316","καθεστῶτι","FALSE"
"317","τὸν","TRUE"
"318","τρόπον","FALSE"
"319",",","FALSE"
"320","ἀλλὰ","TRUE"
"321","καὶ","TRUE"
"322","τῇ","TRUE"
"323","πρὸς","TRUE"
"324","τὸ","TRUE"
"325","καλὸν","FALSE"
"326","ὁρμῇ","FALSE"
"327","τὸν","TRUE"
"328","αὐτὸν","TRUE"
"329","ὄντα","TRUE"
"330","ἡμῖν","TRUE"
"331",".","FALSE"
"332","χρυσοῦ","FALSE"
"333","γὰρ","TRUE"
"334","χάρις","FALSE"
"335","ἢ","TRUE"
"336","κατασκευή","FALSE"
"337","τις","TRUE"
"338","ἄλλη","TRUE"
"339","τῶν","TRUE"
"340","τετιμημένων","FALSE"
"341","παρὰ","TRUE"
"342","τοῖς","TRUE"
"343","κενοδόξοις","FALSE"
"344","ὠφέλεισαν","FALSE"
"345","οὐκ","TRUE"
"346","ἔχει","FALSE"
"347","τὴν","TRUE"
"348","αὐτήν","TRUE"
"349",",","FALSE"
"350","ὅσον","FALSE"
"351","ἡ","TRUE"
"352","παιδείας","FALSE"
"353","ἀγωγὴ","FALSE"
"354","καὶ","TRUE"
"355","ἡ","TRUE"
"356","περὶ","TRUE"
"357","τούτων","TRUE"
"358","φροντίς","FALSE"
"359",".","FALSE"
"360","ἵνα","FALSE"
"361","δὲ","TRUE"
"362","μὴ","TRUE"
"363","περὶ","TRUE"
"364","τῶν","TRUE"
"365","προλεγομένων","FALSE"
"366","μηκύνοντες","FALSE"
"367","ἀδόλεσχόν","FALSE"
"368","τι","TRUE"
"369","ποιῶμεν","FALSE"
"370",",","FALSE"
"371","ἐπὶ","TRUE"
"372","τὸ","TRUE"
"373","συνεχὲς","FALSE"
"374","τῆς","TRUE"
"375","διηγήσεως","FALSE"
"376","ἐπανήξομεν","FALSE"
"377",".","FALSE"
"378","Κατασταθεὶς","FALSE"
"379","ἐπὶ","TRUE"
