"ID","TOKEN","IS_STOP"
"1","äü","FALSE"
"2","Εὐπόλεμος","FALSE"
"3","δὲ","TRUE"
"4","ἐν","TRUE"
"5","τῷ","TRUE"
"6","περὶ","TRUE"
"7","τῶν","TRUE"
"8","ἐν","TRUE"
"9","τῇ","TRUE"
"10","Ἰουδαίᾳ","FALSE"
"11","βασιλέων","FALSE"
"12","τὸν","TRUE"
"13","Μωυσῆ","FALSE"
"14","φησι","FALSE"
"15","πρῶτον","FALSE"
"16","σοφὸν","FALSE"
"17","γενέσθαι","FALSE"
"18","καὶ","TRUE"
"19","γραμματικὴν","FALSE"
"20","πρῶτον","FALSE"
"21","τοῖς","TRUE"
"22","Ἰουδαίοις","FALSE"
"23","παραδοῦναι","FALSE"
"24","καὶ","TRUE"
"25","παρὰ","TRUE"
"26","Ἰουδαίων","FALSE"
"27","Φοίνικας","FALSE"
"28","παραλαβεῖν","FALSE"
"29",",","FALSE"
"30","Ἕλληνας","FALSE"
"31","δὲ","TRUE"
"32","παρὰ","TRUE"
"33","Φοινίκων","FALSE"
"34",".","FALSE"
