"ID","TOKEN","IS_STOP"
"1","ΣΕΠΦΩΡΑ","FALSE"
"2","·","FALSE"
"3","Λιβύη","FALSE"
"4","μὲν","TRUE"
"5","ἡ","TRUE"
"6","γῆ","FALSE"
"7","πᾶσα","FALSE"
"8","κλήͺζεται","FALSE"
"9",",","FALSE"
"10","ξένε","FALSE"
"11",",","FALSE"
"12","οἰκοῦσι","FALSE"
"13","δ᾽","FALSE"
"14","αὐτὴν","TRUE"
"15","φῦλα","FALSE"
"16","παντοίων","FALSE"
"17","γενῶν","FALSE"
"18",",","FALSE"
"19","Αἰθίοπες","FALSE"
"20","ἄνδρες","FALSE"
"21","μέλανες","FALSE"
"22","·","FALSE"
"23","ἄρχων","FALSE"
"24","δ᾽","FALSE"
"25","ἐστὶ","TRUE"
"26","γῆς","FALSE"
"27","εἷς","FALSE"
"28","καὶ","TRUE"
"29","τύραννος","FALSE"
"30","καὶ","TRUE"
"31","στρατηλάτης","FALSE"
"32","μόνος","FALSE"
"33",".","FALSE"
"34","ἄρχει","FALSE"
"35","δὲ","TRUE"
"36","πόλεως","FALSE"
"37","τῆσδε","TRUE"
"38","καὶ","TRUE"
"39","κρίνει","FALSE"
"40","βροτούς","FALSE"
"41","ἱερεύς","FALSE"
"42",",","FALSE"
"43","ὅς","TRUE"
"44","ἐστ᾽","FALSE"
"45","ἐμοῦ","TRUE"
"46","τε","TRUE"
"47","καὶ","TRUE"
"48","τούτων","TRUE"
"49","πατήρ","FALSE"
"50",".","FALSE"
