"ID","TOKEN","IS_PUNCT"
"720",",","TRUE"
"721","Χάριέν","FALSE"
"722","γε","FALSE"
"723",",","TRUE"
"724","ἔφη","FALSE"
"725",",","TRUE"
"726","τὸ","FALSE"
"727","τῆς","FALSE"
"728","κορυφῆς","FALSE"
"729","ποιεῖν","FALSE"
"730","τι","FALSE"
"731","ἐπάνω","FALSE"
"732",".","TRUE"
"733","καὶ","FALSE"
"734","ἐξορμῶ","FALSE"
"735","δέ","FALSE"
"736","τινος","FALSE"
"737","εἰπόντος","FALSE"
"738",",","TRUE"
"739","Καὶ","FALSE"
"740","τίς","FALSE"
"741","ἐστιν","FALSE"
"742",",","TRUE"
"743","εἶπεν","FALSE"
"744",",","TRUE"
"745","ὃν","FALSE"
"746","ἐξορμᾷς","FALSE"
"747",";","TRUE"
"748","ἐξ","FALSE"
"749","ἐπιπολῆς","FALSE"
"750","δέ","FALSE"
"751","τινος","FALSE"
"752","εἰπόντος","FALSE"
"753",",","TRUE"
"754","Ἐκ","FALSE"
"755","τῆς","FALSE"
"756","ἐπιπολῆς","FALSE"
"757","εἶπεν","FALSE"
"758",",","TRUE"
"759","ὡς","FALSE"
"760","ἐκ","FALSE"
"761","τῆς","FALSE"
"762","πιθάκνης","FALSE"
"763",".","TRUE"
"764","λέγοντος","FALSE"
"765","δέ","FALSE"
"766","τινος","FALSE"
"767","Συνετάξατό","FALSE"
"768","μοι","FALSE"
"769",",","TRUE"
"770","Καὶ","FALSE"
"771","λόχον","FALSE"
"772","δέ","FALSE"
"773",",","TRUE"
"774","ἔφη","FALSE"
"775",",","TRUE"
"776","Ξενοφῶν","FALSE"
"777","εἶπε","FALSE"
"778","συνετάξατο","FALSE"
"779",".","TRUE"
"780","ἄλλου","FALSE"
"781","δὲ","FALSE"
"782","εἰπόντος","FALSE"
"783",",","TRUE"
"784","Περιέστην","FALSE"
"785","αὐτὸν","FALSE"
"786","ὥστε","FALSE"
"787","λαθεῖν","FALSE"
"788",",","TRUE"
"789","Θαυμαστόν","FALSE"
"790",",","TRUE"
"791","ἔφη","FALSE"
"792",",","TRUE"
"793","εἰ","FALSE"
"794","εἷς","FALSE"
"795","ὤν","FALSE"
"796","περιέστης","FALSE"
"797","τὸν","FALSE"
"798","ἕνα","FALSE"
"799",".","TRUE"
"800","ἑτέρου","FALSE"
"801","δὲ","FALSE"
"802","λέγοντος","FALSE"
"803",",","TRUE"
"804","Συνεκρίνετο","FALSE"
"805","αὐτῷ","FALSE"
"806",",","TRUE"
"807","Καὶ","FALSE"
"808","διεκρίνετο","FALSE"
"809","πάντως","FALSE"
"810",",","TRUE"
"811","εἶπεν","FALSE"
"812",".","TRUE"
"813","εἰώθει","FALSE"
"814","δὲ","FALSE"
"815","καὶ","FALSE"
"816","πρὸς","FALSE"
"817","τοὺς","FALSE"
"818","σολοικίζοντας","FALSE"
"819","Ἀττικῶς","FALSE"
"820","παίζειν","FALSE"
"821","ἀνεπαχθῶς","FALSE"
"822","·","TRUE"
"823","πρὸς","FALSE"
"824","γοῦν","FALSE"
"825","τὸν","FALSE"
"826","εἰπόντα","FALSE"
"827",",","TRUE"
"828","Νῶϊ","FALSE"
"829","τοῦτο","FALSE"
"830","δοκεῖ","FALSE"
"831",",","TRUE"
"832","Σύ","FALSE"
"833",",","TRUE"
"834","ἔφη","FALSE"
"835",",","TRUE"
"836","καὶ","FALSE"
"837","νῶϊν","FALSE"
"838","ἐρεῖς","FALSE"
"839","ὡς","FALSE"
"840","ἁμαρτάνομεν","FALSE"
"841",".","TRUE"
"842","ἑτέρου","FALSE"
"843","δὲ","FALSE"
"844","σπουδῇ","FALSE"
"845","διηγουμένου","FALSE"
"846","τι","FALSE"
"847","τῶν","FALSE"
"848","ἐπιχωρίων","FALSE"
"849","καὶ","FALSE"
"850","εἰπόντος","FALSE"
"851",",","TRUE"
"852","Ἡ","FALSE"
"853","δὲ","FALSE"
"854","τῷ","FALSE"
"855","Ἡρακλεῖ","FALSE"
"856","μιχθεῖσα","FALSE"
"857",",","TRUE"
"858","Οὐκ","FALSE"
"859","ἄρα","FALSE"
"860",",","TRUE"
"861","ἔφη","FALSE"
"862",",","TRUE"
"863","ὁ","FALSE"
"864","Ἡρακλῆς","FALSE"
"865","ἐμίχθη","FALSE"
"866","αὐτῇ","FALSE"
"867",";","TRUE"
"868","καρῆναι","FALSE"
"869","δέ","FALSE"
"870","τινος","FALSE"
"871","εἰπόντος","FALSE"
"872","ὡς","FALSE"
"873","δέοιτο","FALSE"
"874",",","TRUE"
"875","Τί","FALSE"
"876","γάρ","FALSE"
"877",",","TRUE"
"878","ἔφη","FALSE"
"879",",","TRUE"
"880","σοὶ","FALSE"
"881","δεινὸν","FALSE"
"882","εἴργασται","FALSE"
"883","καὶ","FALSE"
"884","ἄξιον","FALSE"
"885","ἀτιμίας","FALSE"
"886",";","TRUE"
"887","καὶ","FALSE"
"888","ζυγομαχεῖν","FALSE"
"889","δέ","FALSE"
"890","τινος","FALSE"
"891","εἰπόντος","FALSE"
"892",",","TRUE"
"893","Πρὸς","FALSE"
"894","τὸν","FALSE"
"895","ἐχθρόν","FALSE"
"896",",","TRUE"
"897","εἶπε","FALSE"
"898",",","TRUE"
"899","ζυγομαχεῖς","FALSE"
"900",";","TRUE"
"901","ἑτέρου","FALSE"
"902","δὲ","FALSE"
"903","εἰπόντος","FALSE"
"904","βασανίζεσθαι","FALSE"
"905","τὸν","FALSE"
"906","παῖδα","FALSE"
"907","αὐτῷ","FALSE"
"908","νοσοῦντα","FALSE"
"909",",","TRUE"
"910","Ἐπὶ","FALSE"
"911","τῷ","FALSE"
"912",",","TRUE"
"913","ἔφη","FALSE"
"914",",","TRUE"
"915","ἢ","FALSE"
"916","τί","FALSE"
"917","βουλομένου","FALSE"
"918","τοῦ","FALSE"
"919","βασανίζοντος","FALSE"
"920",";","TRUE"
"921","προκόπτει","FALSE"
"922","δέ","FALSE"
"923","τινος","FALSE"
"924","εἰπόντος","FALSE"
"925","ἐν","FALSE"
"926","τοῖς","FALSE"
"927","μαθήμασιν","FALSE"
"928",",","TRUE"
"929","Ὁ","FALSE"
"930","δὲ","FALSE"
"931","Πλάτων","FALSE"
"932",",","TRUE"
"933","ἔφη","FALSE"
"934",",","TRUE"
