"ID","TOKEN","IS_PUNCT"
"1","ΕΥΠΟΛΕΜΟΥ","FALSE"
"2","ΠΕΡΙ","FALSE"
"3","ΔΑΒΙΔ","FALSE"
"4","ΚΑΙ","FALSE"
"5","ΣΟΛΟΜΩΝΟΣ","FALSE"
"6","ΟΙ","FALSE"
"7","ΕΒΑΣΙΛΕΥΣΑΝ","FALSE"
"8","ΕΒΡΑΙΩΝ","FALSE"
"9","ΚΑΙ","FALSE"
"10","ΠΕΡΙ","FALSE"
"11","ΙΕΡΟΣΟΛΥΜΩΝ","FALSE"
"12","Εὐπόλεμος","FALSE"
"13","δέ","FALSE"
"14","φησιν","FALSE"
"15","ἔν","FALSE"
"16","τινι","FALSE"
"17","Περὶ","FALSE"
"18","τῆς","FALSE"
"19","Ἠλίου","FALSE"
"20","προφητείας","FALSE"
"21","Μωσῆν","FALSE"
"22","προφητεῦσαι","FALSE"
"23","ἔτη","FALSE"
"24","μ","FALSE"
"25","́","FALSE"
"26","·","TRUE"
"27","εἶτα","FALSE"
"28","Ἰησοῦν","FALSE"
"29",",","TRUE"
"30","τὸν","FALSE"
"31","τοῦ","FALSE"
"32","Ναυῆ","FALSE"
"33","υἱόν","FALSE"
"34",",","TRUE"
"35","ἔτη","FALSE"
"36","λ","FALSE"
"37","́","FALSE"
"38","·","TRUE"
"39","βιῶσαι","FALSE"
"40","δ᾽","FALSE"
"41","αὐτὸν","FALSE"
"42","ἔτη","FALSE"
"43","ρι","FALSE"
"44","́","FALSE"
"45","πῆξαί","FALSE"
"46","τε","FALSE"
"47","τὴν","FALSE"
"48","ἱερὰν","FALSE"
"49","σκηνὴν","FALSE"
"50","ἐν","FALSE"
"51","Σιλοῖ","FALSE"
"52",".","TRUE"
"53","μετὰ","FALSE"
"54","δὲ","FALSE"
"55","ταῦτα","FALSE"
"56","προφήτην","FALSE"
"57","γενέσθαι","FALSE"
"58","Σαμουήλ","FALSE"
"59",".","TRUE"
"60","εἶτα","FALSE"
"61","τῇ","FALSE"
"62","τοῦ","FALSE"
"63","θεοῦ","FALSE"
"64","βουλήσει","FALSE"
"65","ὑπὸ","FALSE"
"66","Σαμουὴλ","FALSE"
"67","Σαοῦλον","FALSE"
"68","βασιλέα","FALSE"
"69","αἱρεθῆναι","FALSE"
"70",",","TRUE"
"71","ἄρξαντα","FALSE"
"72","δὲ","FALSE"
"73","ἔτη","FALSE"
"74","κα","FALSE"
"75","́","FALSE"
"76","τελευτῆσαι","FALSE"
"77",".","TRUE"
"78","εἶτα","FALSE"
"79","Δαβὶδ","FALSE"
"80","τὸν","FALSE"
"81","τούτου","FALSE"
"82","υἱὸν","FALSE"
"83","δυναστεῦσαι","FALSE"
"84",",","TRUE"
"85","ὃν","FALSE"
"86","καταστρέψασθαι","FALSE"
"87","Σύρους","FALSE"
"88","τοὺς","FALSE"
"89","παρὰ","FALSE"
"90","τὸν","FALSE"
"91","Εὐφράτην","FALSE"
"92","οἰκοῦντας","FALSE"
"93","ποταμὸν","FALSE"
"94","καὶ","FALSE"
"95","τὴν","FALSE"
"96","Κομμαγηνὴν","FALSE"
"97","καὶ","FALSE"
"98","τοὺς","FALSE"
"99","ἐν","FALSE"
"100","Γαλαδηνῇ","FALSE"
"101","Ἀσσυρίους","FALSE"
"102","καὶ","FALSE"
"103","Φοίνικας","FALSE"
"104",".","TRUE"
"105","στρατεῦσαι","FALSE"
"106","δ᾽","FALSE"
"107","αὐτὸν","FALSE"
"108","καὶ","FALSE"
"109","ἐπὶ","FALSE"
"110","Ἰδουμαίους","FALSE"
"111","καὶ","FALSE"
"112","Ἀμμανίτας","FALSE"
"113","καὶ","FALSE"
"114","Μωαβίτας","FALSE"
"115","καὶ","FALSE"
"116","Ἰτουραίους","FALSE"
"117","καὶ","FALSE"
"118","Ναβαταίους","FALSE"
"119","καὶ","FALSE"
"120","Ναβδαίους","FALSE"
"121",",","TRUE"
"122","αὖθις","FALSE"
"123","δὲ","FALSE"
"124","ἐπιστρατεῦσαι","FALSE"
"125","ἐπὶ","FALSE"
"126","Σούρωνα","FALSE"
"127","βασιλέα","FALSE"
"128","Τύρου","FALSE"
"129","καὶ","FALSE"
"130","Φοινίκης","FALSE"
"131","·","TRUE"
"132","οὓς","FALSE"
"133","καὶ","FALSE"
"134","ἀναγκάσαι","FALSE"
"135","φόρους","FALSE"
"136","Ἰουδαίοις","FALSE"
"137","ὑποτελεῖν","FALSE"
"138","·","TRUE"
"139","πρός","FALSE"
"140","τε","FALSE"
"141","Οὐαφρῆν","FALSE"
"142","τὸν","FALSE"
"143","Αἰγύπτιον","FALSE"
"144","βασιλέα","FALSE"
"145","φιλίαν","FALSE"
"146","συνθέσθαι","FALSE"
"147",".","TRUE"
"148","βουλόμενόν","FALSE"
"149","τε","FALSE"
"150","τὸν","FALSE"
"151","Δαβὶδ","FALSE"
"152","οἰκοδομῆσαι","FALSE"
"153","ἱερὸν","FALSE"
"154","τῷ","FALSE"
"155","θεῷ","FALSE"
"156","ἀξιοῦν","FALSE"
"157","τὸν","FALSE"
"158","θεὸν","FALSE"
"159","τόπον","FALSE"
"160","αὐτῷ","FALSE"
"161","δεῖξαι","FALSE"
"162","τοῦ","FALSE"
"163","θυσιαστηρίου","FALSE"
"164",".","TRUE"
"165","ἔνθα","FALSE"
"166","δὴ","FALSE"
"167","ἄγγελον","FALSE"
"168","αὐτῷ","FALSE"
"169","ὀφθῆναι","FALSE"
"170","ἑστῶτα","FALSE"
"171","ἐπάνω","FALSE"
"172","τοῦ","FALSE"
"173","τόπου","FALSE"
"174",",","TRUE"
"175","οὗ","FALSE"
"176","τὸν","FALSE"
"177","βωμὸν","FALSE"
"178","ἱδρῦσθαι","FALSE"
"179","ἐν","FALSE"
"180","Ἱεροσολύμοις","FALSE"
"181",",","TRUE"
"182","καὶ","FALSE"
"183","κελεύειν","FALSE"
"184","αὐτὸν","FALSE"
"185","μὴ","FALSE"
"186","ἱδρύεσθαι","FALSE"
"187","τὸ","FALSE"
"188","ἱερόν","FALSE"
"189",",","TRUE"
"190","διὰ","FALSE"
"191","τὸ","FALSE"
"192","αἵματι","FALSE"
"193","ἀνθρωπίνῳ","FALSE"
"194","πεφύρθαι","FALSE"
"195","καὶ","FALSE"
"196","πολλὰ","FALSE"
"197","ἔτη","FALSE"
"198","πεπολεμηκέναι","FALSE"
"199","·","TRUE"
"200","εἶναι","FALSE"
"201","δ᾽","FALSE"
"202","αὐτῷ","FALSE"
"203","ὄνομα","FALSE"
"204","Διαναθάν","FALSE"
"205","·","TRUE"
"206","προστάξαι","FALSE"
"207","τε","FALSE"
"208","αὐτῷ","FALSE"
"209","τοῦτον","FALSE"
"210","ὅπως","FALSE"
"211","τῷ","FALSE"
"212","υἱῷ","FALSE"
"213","ἐπιτρέψῃ","FALSE"
"214","τὴν","FALSE"
"215","οἰκοδομίαν","FALSE"
"216",",","TRUE"
"217","αὐτὸν","FALSE"
"218","δὲ","FALSE"
"219","εὐτρεπίζειν","FALSE"
"220","τὰ","FALSE"
"221","πρὸς","FALSE"
"222","τὴν","FALSE"
"223","κατασκευὴν","FALSE"
"224","ἀνήκοντα","FALSE"
"225",",","TRUE"
"226","χρυσίον","FALSE"
"227",",","TRUE"
"228","ἀργύριον","FALSE"
"229",",","TRUE"
"230","χαλκόν","FALSE"
"231",",","TRUE"
"232","λίθους","FALSE"
"233",",","TRUE"
"234","ξύλα","FALSE"
"235","κυπαρίσσινα","FALSE"
"236","καὶ","FALSE"
"237","κέδρινα","FALSE"
"238",".","TRUE"
"239","ἀκούσαντα","FALSE"
"240","δὲ","FALSE"
"241","τὸν","FALSE"
"242","Δαβὶδ","FALSE"
"243","πλοῖα","FALSE"
"244","ναυπηγήσασθαι","FALSE"
"245","ἐν","FALSE"
"246","Ἐλάνοις","FALSE"
"247","πόλει","FALSE"
"248","τῆς","FALSE"
"249","Ἀραβίας","FALSE"
"250","καὶ","FALSE"
"251","πέμψαι","FALSE"
"252","μεταλλευτὰς","FALSE"
"253","εἰς","FALSE"
"254","τὴν","FALSE"
"255","Οὐφρῆ","FALSE"
"256","νῆσον","FALSE"
"257",",","TRUE"
"258","κειμένην","FALSE"
"259","ἐν","FALSE"
"260","τῇ","FALSE"
"261","Ἐρυθρᾷ","FALSE"
"262","Θαλάσσῃ","FALSE"
"263",",","TRUE"
"264","μέταλλα","FALSE"
"265","χρυσικὰ","FALSE"
"266","ἔχουσαν","FALSE"
"267","·","TRUE"
"268","καὶ","FALSE"
"269","τὸ","FALSE"
"270","χρυσίον","FALSE"
"271","ἐκεῖθεν","FALSE"
"272","μετακομίσαι","FALSE"
"273","τοὺς","FALSE"
"274","μεταλλευτὰς","FALSE"
"275","εἰς","FALSE"
"276","τὴν","FALSE"
"277","Ἰουδαίαν","FALSE"
"278",".","TRUE"
"279","βασιλεύσαντα","FALSE"
"280","δὲ","FALSE"
"281","τὸν","FALSE"
"282","Δαβὶδ","FALSE"
"283","ἔτη","FALSE"
"284","μ","FALSE"
"285","́","FALSE"
"286","Σολομῶνι","FALSE"
"287","τῷ","FALSE"
"288","υἱῷ","FALSE"
"289","τὴν","FALSE"
"290","ἀρχὴν","FALSE"
"291","παραδοῦναι","FALSE"
"292",",","TRUE"
"293","ὄντι","FALSE"
"294","ἐτῶν","FALSE"
"295","ιβ","FALSE"
"296","́","FALSE"
"297",",","TRUE"
"298","ἐνώπιον","FALSE"
"299","Ἠλεὶ","FALSE"
"300","τοῦ","FALSE"
"301","ἀρχιερέως","FALSE"
"302","καὶ","FALSE"
"303","τῶν","FALSE"
"304","δώδεκα","FALSE"
"305","φυλάρχων","FALSE"
"306","καὶ","FALSE"
"307","παραδοῦναι","FALSE"
"308","αὐτῷ","FALSE"
"309","τόν","FALSE"
"310","τε","FALSE"
"311","χρυσὸν","FALSE"
"312","καὶ","FALSE"
"313","ἄργυρον","FALSE"
"314","καὶ","FALSE"
"315","χαλκὸν","FALSE"
"316","καὶ","FALSE"
"317","λίθον","FALSE"
"318","καὶ","FALSE"
"319","ξύλα","FALSE"
"320","κυπαρίσσινα","FALSE"
"321","καὶ","FALSE"
"322","κέδρινα","FALSE"
"323",".","TRUE"
"324","καὶ","FALSE"
"325","αὐτὸν","FALSE"
"326","μὲν","FALSE"
"327","τελευτῆσαι","FALSE"
"328",",","TRUE"
"329","Σολομῶνα","FALSE"
"330","δὲ","FALSE"
"331","βασιλεύειν","FALSE"
"332","καὶ","FALSE"
"333","γράψαι","FALSE"
"334","πρὸς","FALSE"
"335","Οὐαφρῆν","FALSE"
"336","τὸν","FALSE"
"337","Αἰγύπτου","FALSE"
"338","βασιλέα","FALSE"
"339","τὴν","FALSE"
"340","ὑπογεγραμμένην","FALSE"
"341","ἐπιστολήν","FALSE"
"342",".","TRUE"
"343","ΕΠΙΣΤΟΛΗ","FALSE"
"344","ΣΟΛΟΜΩΝΟΣ","FALSE"
"345","Βασιλεὺς","FALSE"
"346","Σολομῶν","FALSE"
"347","Οὐαφρῇ","FALSE"
"348","βασιλεῖ","FALSE"
"349","Αἰγύπτου","FALSE"
"350","φίλῳ","FALSE"
"351","πατρικῷ","FALSE"
"352","χαίρειν","FALSE"
"353","Γίνωσκέ","FALSE"
"354","με","FALSE"
"355","παρειληφότα","FALSE"
"356","τὴν","FALSE"
"357","βασιλείαν","FALSE"
"358","παρὰ","FALSE"
"359","Δαβὶδ","FALSE"
"360","τοῦ","FALSE"
"361","πατρὸς","FALSE"
"362","διὰ","FALSE"
"363","τοῦ","FALSE"
"364","θεοῦ","FALSE"
"365","τοῦ","FALSE"
"366","μεγίστου","FALSE"
"367",",","TRUE"
"368","καὶ","FALSE"
"369","ἐπιτεταχότος","FALSE"
"370","μοι","FALSE"
"371","οἰκοδομῆσαι","FALSE"
"372","ἱερὸν","FALSE"
"373","τῷ","FALSE"
"374","θεῷ","FALSE"
"375",",","TRUE"
"376","ὃς","FALSE"
"377","τὸν","FALSE"
"378","οὐρανὸν","FALSE"
"379","καὶ","FALSE"
"380","τὴν","FALSE"
"381","γῆν","FALSE"
"382","ἔκτισεν","FALSE"
"383",",","TRUE"
"384","ἅμα","FALSE"
"385","δέ","FALSE"
